user_id,country,signup_date,plan,device,monthly_watch_hours,monthly_revenue_eur
14327,US,2022-03-02,free,tv,5.03,0.0
14328,FR,2024-01-22,standard,mobile,12.34,9.99
14329,AU,2025-04-20,free,mobile,3.66,0.0
14330,US,2025-11-04,premium,mobile,13.7,15.99
14331,US,2024-09-30,standard,tv,7.05,9.99
14332,ES,2021-03-03,standard,tv,11.57,5.0
14333,FR,2025-02-25,free,tv,4.08,0.0
14334,FR,2022-11-29,free,tv,3.39,0.0
14335,FR,2022-11-21,standard,mobile,6.0,9.99
14336,FR,2025-10-02,standard,tv,1.31,9.99
14337,DE,2025-06-24,free,mobile,5.88,0.0
14338,NL,2024-08-16,free,mobile,1.5,0.0
14339,US,2022-05-11,free,mobile,1.68,0.0
14340,DE,2023-08-16,free,mobile,10.6,0.0
14341,GB,2023-11-04,free,mobile,2.16,0.0
14342,US,2022-03-14,free,mobile,5.9,0.0
14343,DE,2023-05-07,free,mobile,4.71,0.0
14344,US,2025-08-29,standard,tv,22.05,7.99
14345,US,2025-10-23,standard,web,8.22,5.0
14346,US,2024-02-09,free,tv,3.22,0.0
14347,FR,2023-06-24,free,tv,2.8,0.0
14348,SE,2023-11-07,free,mobile,9.96,0.0
14349,CA,2023-11-17,standard,tv,9.54,9.99
14350,SE,2025-10-08,free,tv,1.39,0.0
14351,FR,2021-10-28,standard,web,2.3,5.0
14352,BR,2021-08-27,standard,mobile,4.32,7.99
14353,GB,2022-05-10,free,mobile,4.79,0.0
14354,FR,2021-10-31,standard,mobile,8.02,9.99
14355,AU,2025-04-12,free,web,4.36,0.0
14356,BR,2024-02-26,free,mobile,1.47,0.0
14357,FR,2024-04-21,free,tv,5.95,0.0
14358,AU,2024-06-21,premium,tv,73.8,15.99
14359,FR,2025-05-19,free,tv,5.45,0.0
14360,DE,2022-05-02,free,tv,3.37,0.0
14361,FR,2023-04-08,free,web,3.6,0.0
14362,FR,2024-06-17,free,tv,6.48,0.0
14363,AU,2021-12-14,free,mobile,6.86,0.0
14364,GB,2022-01-14,free,mobile,7.55,0.0
14365,US,2025-11-25,free,mobile,1.97,0.0
14366,BR,2022-11-19,premium,tv,50.73,15.99
14367,SE,2023-11-19,free,mobile,2.31,0.0
14368,JP,2024-09-02,standard,mobile,12.79,7.99
14369,AU,2023-12-08,premium,mobile,13.71,8.0
14370,JP,2023-05-27,premium,tv,18.95,15.99
14371,ES,2023-08-16,standard,web,10.76,9.99
14372,US,2021-09-05,free,mobile,7.63,0.0
14373,JP,2022-10-27,premium,tv,25.55,15.99
14374,FR,2023-09-03,free,web,2.21,0.0
14375,FR,2025-01-01,free,web,7.54,0.0
14376,DE,2024-06-20,free,tv,3.98,0.0
14377,US,2022-07-05,free,web,5.13,0.0
14378,ES,2025-01-02,standard,tv,4.23,9.99
14379,JP,2023-11-30,free,tv,6.62,0.0
14380,DE,2021-11-16,standard,mobile,33.45,7.99
14381,GB,2024-01-27,free,mobile,6.84,0.0
14382,DE,2024-10-06,premium,mobile,25.45,15.99
14383,IT,2025-04-26,standard,mobile,5.22,9.99
14384,FR,2024-01-26,premium,tv,9.43,15.99
14385,FR,2024-12-08,standard,tv,15.98,5.0
14386,ES,2023-07-31,free,tv,1.87,0.0
14387,GB,2021-11-27,standard,web,12.14,5.0
14388,DE,2022-05-30,free,tv,1.81,0.0
14389,US,2024-12-05,standard,tv,4.66,5.0
14390,FR,2023-01-03,free,mobile,1.93,0.0
14391,IT,2023-03-23,free,web,9.66,0.0
14392,DE,2024-01-16,premium,mobile,29.34,15.99
14393,DE,2023-12-06,standard,tv,27.6,5.0
14394,JP,2025-12-25,free,mobile,4.86,0.0
14395,IT,2022-12-14,free,mobile,4.12,0.0
14396,US,2024-04-28,free,mobile,2.2,0.0
14397,ES,2022-10-24,free,tv,55.83,0.0
14398,FR,2024-01-25,standard,mobile,6.39,5.0
14399,US,2022-02-24,free,tv,1.29,0.0
14400,IT,2025-04-20,standard,tv,21.69,9.99
14401,FR,2023-03-16,free,mobile,8.04,0.0
14402,US,2023-02-08,free,tv,3.53,0.0
14403,JP,2025-11-12,free,tv,6.04,0.0
14404,IT,2022-12-30,premium,tv,23.16,8.0
14405,JP,2021-09-28,standard,mobile,20.22,5.0
14406,SE,2023-03-30,premium,tv,23.87,15.99
14407,US,2022-02-12,standard,mobile,27.75,7.99
14408,ES,2025-01-07,free,tv,2.67,0.0
14409,US,2022-07-13,standard,mobile,15.32,5.0
14410,IT,2024-03-02,free,tv,3.3,0.0
14411,US,2022-07-25,standard,tv,55.29,5.0
14412,FR,2021-08-13,free,mobile,3.55,0.0
14413,FR,2022-05-22,free,mobile,9.02,0.0
14414,BR,2025-06-09,free,mobile,2.0,0.0
14415,FR,2021-08-26,standard,tv,2.09,7.99
14416,GB,2024-01-15,free,web,3.41,0.0
14417,NL,2024-10-07,premium,mobile,10.86,15.99
14418,BR,2022-03-18,premium,mobile,10.35,15.99
14419,DE,2022-09-06,standard,mobile,7.96,5.0
14420,US,2022-02-20,free,mobile,0.74,0.0
14421,JP,2024-11-25,standard,mobile,12.75,9.99
14422,GB,2022-12-05,free,mobile,4.11,0.0
14423,DE,2021-12-05,standard,web,17.79,9.99
14424,AU,2024-06-01,standard,tv,10.08,5.0
14425,US,2022-03-14,free,mobile,4.87,0.0
14426,DE,2022-11-30,free,tv,2.58,0.0
14427,FR,2021-07-22,free,mobile,6.13,0.0
14428,FR,2023-12-24,free,web,2.64,0.0
14429,US,2022-12-18,free,mobile,3.57,0.0
14430,IT,2023-01-15,free,mobile,16.94,0.0
14431,US,2024-06-14,free,web,7.46,0.0
14432,IT,2022-12-27,free,mobile,8.63,0.0
14433,BR,2025-06-24,standard,tv,4.9,7.99
14434,SE,2022-11-04,free,mobile,7.6,0.0
14435,FR,2022-07-20,free,mobile,4.27,0.0
14436,BR,2024-05-17,free,tv,4.03,0.0
14437,FR,2025-01-18,free,tv,7.14,0.0
14438,IT,2024-04-09,standard,tv,4.35,9.99
14439,US,2025-01-13,standard,tv,7.46,7.99
14440,IT,2023-10-13,standard,mobile,18.88,9.99
14441,US,2024-07-20,free,web,3.03,0.0
14442,ES,2022-05-26,standard,mobile,2.49,9.99
14443,FR,2021-08-09,free,tv,3.35,0.0
14444,FR,2025-10-14,premium,web,13.74,15.99
14445,ES,2023-12-04,free,mobile,9.49,0.0
14446,US,2022-04-04,free,web,9.36,0.0
14447,IT,2025-01-16,free,mobile,1.19,0.0
14448,IT,2023-11-19,free,tv,4.62,0.0
14449,ES,2022-03-10,standard,mobile,18.68,5.0
14450,IT,2024-10-02,standard,mobile,3.84,9.99
14451,BR,2025-05-02,free,tv,4.53,0.0
14452,JP,2023-04-28,free,tv,1.52,0.0
14453,FR,2025-10-29,standard,web,19.42,9.99
14454,GB,2025-05-14,free,tv,2.17,0.0
14455,BR,2022-03-30,free,tv,6.91,0.0
14456,US,2025-01-02,free,mobile,9.23,0.0
14457,US,2024-02-20,standard,mobile,4.02,5.0
14458,US,2024-03-24,standard,web,14.53,5.0
14459,GB,2023-04-16,free,tv,1.5,0.0
14460,US,2024-09-29,standard,mobile,11.17,5.0
14461,ES,2025-01-29,standard,mobile,6.4,9.99
14462,ES,2024-02-09,standard,mobile,11.26,9.99
14463,ES,2022-03-08,free,tv,2.41,0.0
14464,US,2022-08-15,free,tv,1.51,0.0
14465,BR,2025-04-20,free,tv,6.4,0.0
14466,ES,2023-05-16,free,web,5.37,0.0
14467,FR,2022-08-06,free,tv,1.96,0.0
14468,US,2022-02-11,free,web,4.44,0.0
14469,US,2022-01-11,premium,tv,7.0,15.99
14470,AU,2023-10-22,free,web,3.43,0.0
14471,US,2021-12-28,free,mobile,1.94,0.0
14472,FR,2024-10-11,premium,web,29.59,8.0
14473,FR,2022-11-21,free,tv,2.01,0.0
14474,FR,2025-11-13,standard,tv,27.65,9.99
14475,DE,2024-04-08,free,mobile,3.01,0.0
14476,BR,2023-06-13,free,web,4.6,0.0
14477,DE,2022-11-28,free,tv,1.89,0.0
14478,NL,2024-01-28,standard,tv,6.41,9.99
14479,FR,2021-06-03,standard,tv,17.31,9.99
14480,DE,2023-12-17,standard,tv,16.74,9.99
14481,BR,2023-09-01,free,mobile,6.84,0.0
14482,ES,2025-09-08,free,mobile,2.47,0.0
14483,NL,2021-12-17,free,mobile,4.0,0.0
14484,US,2024-02-18,free,tv,4.24,0.0
14485,DE,2025-09-04,free,tv,3.04,0.0
14486,ES,2024-05-07,standard,mobile,9.46,9.99
14487,FR,2025-05-01,free,tv,6.94,0.0
14488,BR,2021-11-13,premium,mobile,11.5,12.79
14489,US,2024-12-04,free,web,1.61,0.0
14490,FR,2022-11-02,free,mobile,3.39,0.0
14491,BR,2021-08-06,free,tv,3.6,0.0
14492,IT,2025-01-17,free,mobile,1.96,0.0
14493,SE,2024-01-07,free,tv,6.63,0.0
14494,JP,2022-07-10,standard,mobile,16.61,9.99
14495,US,2022-05-12,standard,mobile,20.05,9.99
14496,ES,2023-01-01,standard,tv,17.19,7.99
14497,CA,2022-01-23,free,web,5.17,0.0
14498,US,2023-05-26,free,mobile,26.94,0.0
14499,DE,2025-08-15,premium,tv,29.11,15.99
14500,JP,2025-06-01,free,mobile,4.25,0.0
14501,FR,2021-10-09,free,tv,5.44,0.0
14502,JP,2022-02-07,free,web,5.78,0.0
14503,DE,2023-01-01,free,web,4.1,0.0
14504,JP,2023-04-05,free,tv,4.11,0.0
14505,ES,2024-12-13,premium,tv,17.5,15.99
14506,ES,2024-09-03,free,tv,1.36,0.0
14507,BR,2024-08-13,free,tv,15.12,0.0
14508,FR,2024-01-27,free,mobile,7.04,0.0
14509,ES,2025-05-07,free,tv,5.35,0.0
14510,JP,2025-01-14,premium,mobile,28.53,8.0
14511,AU,2025-02-19,free,tv,7.17,0.0
14512,AU,2021-08-14,standard,mobile,6.28,9.99
14513,ES,2021-06-06,free,mobile,3.48,0.0
14514,ES,2024-02-19,standard,mobile,8.05,9.99
14515,GB,2023-04-11,free,tv,5.63,0.0
14516,GB,2023-03-04,free,mobile,6.67,0.0
14517,ES,2025-08-09,free,mobile,2.21,0.0
14518,FR,2022-05-17,premium,web,14.11,15.99
14519,FR,2025-02-28,standard,mobile,7.99,7.99
14520,ES,2024-08-14,free,mobile,3.05,0.0
14521,US,2025-01-23,free,tv,1.77,0.0
14522,US,2022-09-05,free,web,8.3,0.0
14523,US,2025-10-02,free,tv,4.23,0.0
14524,BR,2024-07-15,free,web,4.44,0.0
14525,AU,2022-07-27,free,tv,5.49,0.0
14526,ES,2023-07-24,free,tv,3.64,0.0
14527,AU,2022-04-02,free,mobile,14.1,0.0
14528,SE,2022-09-17,free,tv,2.11,0.0
14529,US,2024-11-04,standard,tv,16.47,7.99
14530,FR,2023-06-17,free,mobile,11.9,0.0
14531,US,2022-01-27,standard,web,11.92,5.0
14532,FR,2022-05-28,free,tv,1.74,0.0
14533,GB,2022-08-23,free,tv,3.14,0.0
14534,US,2024-09-14,premium,tv,17.72,8.0
14535,JP,2023-04-29,premium,tv,36.72,15.99
14536,ES,2022-09-21,free,tv,6.41,0.0
14537,US,2022-06-18,free,mobile,3.74,0.0
14538,CA,2023-05-09,free,tv,9.25,0.0
14539,AU,2024-06-16,standard,tv,3.21,9.99
14540,BR,2025-02-01,free,tv,2.5,0.0
14541,BR,2022-02-02,free,tv,7.74,0.0
14542,CA,2022-07-11,free,mobile,4.0,0.0
14543,GB,2022-01-30,standard,mobile,7.51,7.99
14544,SE,2023-12-06,free,mobile,2.24,0.0
14545,FR,2024-01-12,free,tv,6.25,0.0
14546,GB,2025-09-25,free,tv,11.39,0.0
14547,DE,2023-05-24,free,tv,2.33,0.0
14548,FR,2022-12-16,free,mobile,5.96,0.0
14549,FR,2024-07-15,free,mobile,2.51,0.0
14550,FR,2025-04-12,standard,tv,2.76,7.99
14551,US,2022-07-09,standard,web,5.73,9.99
14552,FR,2024-07-07,standard,web,4.34,9.99
14553,DE,2025-06-20,free,tv,3.2,0.0
14554,BR,2025-03-07,premium,tv,99.99,15.99
14555,ES,2024-03-09,premium,mobile,23.39,15.99
14556,ES,2021-07-12,free,tv,7.35,0.0
14557,FR,2024-09-04,standard,tv,15.7,7.99
14558,NL,2023-06-19,standard,mobile,47.59,9.99
14559,FR,2024-11-16,premium,tv,22.32,15.99
14560,US,2025-08-18,free,tv,7.45,0.0
14561,DE,2022-07-03,free,tv,1.93,0.0
14562,JP,2022-02-28,free,mobile,4.98,0.0
14563,CA,2021-07-01,standard,tv,3.59,9.99
14564,BR,2023-10-01,premium,web,106.55,15.99
14565,IT,2022-01-04,premium,web,64.86,15.99
14566,GB,2025-05-13,standard,web,13.12,9.99
14567,ES,2024-12-19,standard,web,18.58,9.99
14568,FR,2023-05-30,standard,web,6.48,9.99
14569,US,2024-01-29,free,tv,3.47,0.0
14570,CA,2024-01-06,standard,mobile,10.49,5.0
14571,CA,2023-03-06,standard,mobile,30.41,5.0
14572,US,2023-09-07,free,mobile,3.75,0.0
14573,US,2024-11-13,standard,tv,22.73,5.0
14574,US,2022-03-20,free,tv,9.58,0.0
14575,DE,2024-01-21,standard,tv,7.25,9.99
14576,US,2022-09-02,free,tv,3.53,0.0
14577,ES,2024-09-16,free,tv,29.33,0.0
14578,FR,2023-12-26,standard,mobile,8.09,7.99
14579,FR,2022-11-29,standard,tv,10.81,5.0
14580,US,2024-07-23,free,tv,8.03,0.0
14581,BR,2025-06-17,premium,mobile,25.77,15.99
14582,US,2025-02-11,premium,web,7.69,12.79
14583,DE,2023-02-01,free,tv,2.71,0.0
14584,ES,2023-02-27,free,tv,3.55,0.0
14585,BR,2021-08-12,standard,mobile,11.42,9.99
14586,US,2022-03-07,standard,tv,12.11,7.99
14587,IT,2021-12-10,free,tv,3.82,0.0
14588,US,2023-07-31,free,tv,4.08,0.0
14589,ES,2025-09-12,standard,mobile,8.73,7.99
14590,DE,2022-06-16,standard,tv,29.1,9.99
14591,JP,2022-01-17,free,web,3.9,0.0
14592,CA,2024-10-07,free,web,7.6,0.0
14593,BR,2024-01-14,free,mobile,2.33,0.0
14594,JP,2024-11-04,free,tv,8.14,0.0
14595,FR,2023-12-04,standard,tv,8.08,9.99
14596,ES,2023-11-17,premium,mobile,2.71,8.0
14597,US,2024-12-14,standard,tv,20.07,5.0
14598,US,2022-04-15,free,tv,8.14,0.0
14599,GB,2023-01-28,free,tv,7.21,0.0
14600,BR,2021-12-31,free,tv,6.53,0.0
14601,IT,2025-04-20,free,tv,3.9,0.0
14602,SE,2023-05-31,standard,web,13.54,5.0
14603,GB,2024-01-24,free,tv,1.37,0.0
14604,JP,2025-01-21,free,mobile,0.78,0.0
14605,SE,2023-04-10,free,tv,7.37,0.0
14606,NL,2024-08-07,free,mobile,7.66,0.0
14607,US,2024-03-26,premium,tv,8.17,15.99
14608,GB,2021-08-08,standard,tv,5.9,9.99
14609,IT,2022-07-16,free,mobile,1.85,0.0
14610,CA,2021-10-29,standard,tv,7.07,7.99
14611,FR,2024-12-21,standard,web,3.04,9.99
14612,US,2022-10-21,free,mobile,1.0,0.0
14613,US,2024-10-16,standard,tv,5.45,9.99
14614,US,2024-05-26,standard,tv,18.28,9.99
14615,BR,2024-10-13,free,tv,8.49,0.0
14616,FR,2021-03-21,free,tv,7.81,0.0
14617,US,2023-06-28,free,tv,3.39,0.0
14618,IT,2022-05-27,free,web,24.31,0.0
14619,DE,2022-05-18,standard,mobile,28.27,9.99
14620,FR,2023-11-01,free,web,8.13,0.0
14621,ES,2022-02-06,free,mobile,1.65,0.0
14622,GB,2023-09-18,free,mobile,2.44,0.0
14623,CA,2021-11-11,free,tv,17.43,0.0
14624,BR,2023-06-20,standard,tv,21.67,9.99
14625,CA,2025-12-05,premium,mobile,12.32,15.99
14626,US,2024-10-12,free,mobile,1.19,0.0
14627,BR,2025-09-29,free,mobile,7.67,0.0
14628,GB,2024-07-04,free,mobile,4.7,0.0
14629,IT,2025-02-04,standard,mobile,4.59,9.99
14630,DE,2022-12-07,premium,mobile,22.21,15.99
14631,US,2022-11-11,free,tv,4.23,0.0
14632,FR,2024-03-01,standard,mobile,6.31,9.99
14633,NL,2023-09-23,free,mobile,4.37,0.0
14634,BR,2025-07-14,standard,web,4.13,5.0
14635,FR,2024-05-11,premium,mobile,12.98,8.0
14636,ES,2022-01-15,free,web,3.39,0.0
14637,IT,2023-11-08,free,mobile,2.37,0.0
14638,GB,2024-04-04,free,mobile,1.81,0.0
14639,US,2023-07-24,standard,web,4.41,9.99
14640,SE,2024-02-25,standard,tv,86.62,9.99
14641,ES,2024-12-17,free,web,2.65,0.0
14642,IT,2023-06-26,free,web,2.53,0.0
14643,ES,2024-07-07,premium,tv,45.27,12.79
14644,IT,2025-10-09,standard,mobile,7.91,5.0
14645,FR,2023-10-28,standard,tv,15.0,5.0
14646,JP,2023-09-02,premium,tv,30.57,8.0
14647,US,2023-04-13,free,mobile,1.87,0.0
14648,NL,2021-01-15,free,tv,2.5,0.0
14649,JP,2025-01-15,premium,mobile,23.9,15.99
14650,ES,2023-01-22,free,web,11.66,0.0
14651,GB,2022-05-24,free,mobile,2.16,0.0
14652,FR,2022-02-11,premium,tv,13.67,15.99
14653,DE,2025-12-12,free,mobile,13.99,0.0
14654,ES,2025-03-06,free,mobile,4.23,0.0
14655,FR,2024-08-11,free,mobile,2.26,0.0
14656,FR,2024-05-19,free,tv,11.59,0.0
14657,CA,2024-01-28,free,tv,11.47,0.0
14658,US,2021-05-18,premium,tv,37.96,8.0
14659,US,2023-05-20,standard,tv,18.36,9.99
14660,US,2022-06-20,free,tv,3.08,0.0
14661,ES,2025-06-06,free,tv,2.78,0.0
14662,DE,2023-02-15,free,mobile,3.67,0.0
14663,BR,2025-06-18,standard,mobile,16.78,9.99
14664,DE,2024-09-20,free,tv,3.89,0.0
14665,FR,2024-04-29,standard,mobile,17.8,9.99
14666,DE,2023-07-20,free,tv,9.68,0.0
14667,FR,2023-11-05,free,mobile,20.15,0.0
14668,NL,2022-12-21,standard,tv,15.27,9.99
14669,FR,2024-07-23,free,mobile,11.91,0.0
14670,US,2025-07-18,free,mobile,5.66,0.0
14671,DE,2024-01-27,premium,web,17.5,15.99
14672,US,2023-11-10,standard,mobile,6.75,9.99
14673,GB,2023-04-28,free,mobile,2.21,0.0
14674,DE,2024-06-14,free,mobile,1.79,0.0
14675,AU,2025-08-29,free,web,3.33,0.0
14676,FR,2024-12-07,free,mobile,1.92,0.0
14677,GB,2023-10-02,standard,tv,20.39,9.99
14678,IT,2023-03-30,free,web,4.69,0.0
14679,FR,2023-06-13,standard,tv,16.92,9.99
14680,ES,2022-08-22,free,tv,7.91,0.0
14681,SE,2024-02-03,standard,tv,17.57,7.99
14682,BR,2023-03-01,free,mobile,4.84,0.0
14683,AU,2021-01-07,free,mobile,11.0,0.0
14684,IT,2023-07-10,free,mobile,5.18,0.0
14685,US,2022-08-22,free,mobile,7.8,0.0
14686,JP,2023-07-12,free,mobile,1.04,0.0
14687,US,2023-12-20,standard,web,30.21,9.99
14688,GB,2025-06-11,free,mobile,5.31,0.0
14689,BR,2024-05-04,standard,tv,6.91,9.99
14690,SE,2025-08-11,free,tv,3.75,0.0
14691,JP,2025-01-11,standard,web,23.23,9.99
14692,FR,2024-03-05,free,mobile,6.06,0.0
14693,IT,2021-07-24,free,web,3.56,0.0
14694,US,2022-01-09,free,tv,5.86,0.0
14695,BR,2025-11-21,free,mobile,3.17,0.0
14696,IT,2023-03-13,free,mobile,5.89,0.0
14697,US,2025-10-25,standard,web,11.82,9.99
14698,NL,2023-06-21,free,mobile,16.1,0.0
14699,DE,2021-07-08,free,tv,12.45,0.0
14700,GB,2024-09-02,free,tv,5.86,0.0
14701,CA,2023-09-05,standard,tv,12.3,5.0
14702,ES,2022-08-04,free,tv,3.74,0.0
14703,GB,2024-03-25,free,web,12.64,0.0
14704,FR,2023-07-12,standard,tv,8.31,9.99
14705,US,2024-06-17,free,tv,16.97,0.0
14706,FR,2023-09-27,premium,mobile,39.85,8.0
14707,US,2024-04-07,standard,tv,43.59,9.99
14708,US,2024-06-19,standard,mobile,15.85,9.99
14709,GB,2025-11-01,free,mobile,6.99,0.0
14710,IT,2021-10-08,free,tv,7.91,0.0
14711,FR,2025-08-17,premium,tv,25.96,8.0
14712,GB,2024-02-02,free,web,4.34,0.0
14713,JP,2025-08-30,free,mobile,4.12,0.0
14714,US,2024-06-03,free,tv,2.05,0.0
14715,ES,2025-04-29,free,web,8.33,0.0
14716,FR,2023-05-15,standard,mobile,8.06,9.99
14717,GB,2025-03-09,free,tv,6.42,0.0
14718,BR,2023-03-30,free,mobile,2.96,0.0
14719,FR,2025-10-10,premium,tv,26.19,12.79
14720,US,2024-08-19,free,mobile,1.6,0.0
14721,SE,2023-02-03,standard,tv,4.97,9.99
14722,US,2023-06-27,free,tv,4.32,0.0
14723,IT,2021-10-05,standard,tv,40.24,7.99
14724,ES,2023-07-16,free,tv,4.02,0.0
14725,FR,2021-07-18,free,mobile,6.6,0.0
14726,BR,2024-01-13,premium,tv,37.94,15.99
14727,GB,2022-05-14,standard,mobile,10.73,7.99
14728,FR,2023-08-12,standard,mobile,21.79,9.99
14729,AU,2023-02-05,free,tv,1.4,0.0
14730,DE,2025-10-10,free,mobile,6.41,0.0
14731,BR,2024-03-12,standard,tv,4.59,9.99
14732,US,2024-11-23,standard,tv,9.55,5.0
14733,FR,2024-07-30,free,tv,2.19,0.0
14734,BR,2024-06-25,free,tv,2.76,0.0
14735,ES,2025-03-28,standard,tv,5.24,9.99
14736,US,2023-05-18,free,tv,11.98,0.0
14737,BR,2024-11-23,premium,mobile,5.52,8.0
14738,DE,2022-04-18,free,mobile,4.42,0.0
14739,US,2025-06-29,free,mobile,11.66,0.0
14740,BR,2022-09-28,free,tv,10.64,0.0
14741,ES,2023-08-15,free,mobile,2.98,0.0
14742,DE,2024-10-17,free,tv,6.23,0.0
14743,BR,2023-10-27,free,tv,2.15,0.0
14744,GB,2025-01-21,free,tv,1.49,0.0
14745,AU,2023-05-20,standard,tv,11.24,9.99
14746,BR,2024-12-23,free,mobile,9.92,0.0
14747,US,2024-05-01,standard,web,11.72,9.99
14748,DE,2021-10-08,standard,mobile,11.95,7.99
14749,AU,2023-07-18,free,tv,5.18,0.0
14750,JP,2024-07-22,free,mobile,2.07,0.0
14751,US,2021-12-31,free,web,5.96,0.0
14752,US,2022-08-08,free,tv,7.27,0.0
14753,US,2024-09-19,free,mobile,8.35,0.0
14754,SE,2024-11-14,free,mobile,5.13,0.0
14755,JP,2021-09-02,free,web,17.86,0.0
14756,BR,2024-12-04,standard,tv,11.57,9.99
14757,US,2021-08-12,free,mobile,3.3,0.0
14758,SE,2023-10-20,standard,mobile,5.94,7.99
14759,FR,2023-08-24,free,web,3.98,0.0
14760,DE,2022-09-04,free,mobile,4.35,0.0
14761,US,2022-09-30,free,mobile,2.41,0.0
14762,GB,2024-08-14,standard,mobile,9.34,7.99
14763,GB,2022-11-18,free,tv,5.89,0.0
14764,US,2021-06-27,free,tv,13.03,0.0
14765,US,2022-07-11,standard,tv,9.01,9.99
14766,BR,2024-12-25,standard,mobile,3.67,9.99
14767,FR,2023-12-17,standard,mobile,31.15,5.0
14768,DE,2024-12-18,standard,tv,39.08,9.99
14769,US,2024-05-11,free,mobile,1.96,0.0
14770,US,2025-02-18,standard,tv,16.15,9.99
14771,US,2023-07-20,free,tv,4.93,0.0
14772,IT,2022-05-19,free,tv,2.63,0.0
14773,DE,2025-01-13,standard,tv,19.65,9.99
14774,US,2024-10-08,standard,mobile,7.95,9.99
14775,NL,2022-05-07,free,tv,17.86,0.0
14776,FR,2022-11-06,free,mobile,3.74,0.0
14777,BR,2025-06-22,free,mobile,5.06,0.0
14778,US,2023-04-30,standard,mobile,3.75,9.99
14779,JP,2022-11-04,free,tv,1.79,0.0
14780,FR,2024-01-27,standard,tv,9.45,9.99
14781,GB,2024-05-17,free,mobile,2.04,0.0
14782,ES,2024-01-31,standard,web,11.31,9.99
14783,GB,2025-02-23,free,tv,4.68,0.0
14784,BR,2024-09-15,free,mobile,12.44,0.0
14785,FR,2023-08-22,standard,mobile,11.14,5.0
14786,DE,2023-03-03,free,web,4.17,0.0
14787,SE,2025-12-15,free,tv,9.25,0.0
14788,SE,2025-03-24,free,web,2.4,0.0
14789,DE,2024-02-21,standard,tv,8.85,7.99
14790,GB,2023-12-23,standard,mobile,31.87,9.99
14791,BR,2022-03-27,premium,tv,28.66,15.99
14792,BR,2025-10-08,free,mobile,3.23,0.0
14793,SE,2023-09-25,standard,web,18.7,9.99
14794,NL,2024-07-28,standard,tv,6.14,9.99
14795,DE,2024-07-29,free,mobile,2.44,0.0
14796,ES,2024-02-05,free,tv,3.62,0.0
14797,DE,2025-04-17,free,web,3.46,0.0
14798,FR,2024-05-21,standard,tv,15.38,9.99
14799,NL,2022-03-22,premium,tv,16.49,15.99
14800,GB,2024-01-29,standard,tv,26.12,5.0
14801,FR,2022-02-04,free,web,7.89,0.0
14802,ES,2023-07-16,free,tv,9.5,0.0
14803,US,2024-12-04,standard,mobile,10.85,7.99
14804,FR,2025-05-16,standard,tv,18.1,9.99
14805,GB,2024-11-25,free,tv,4.44,0.0
14806,IT,2023-08-14,free,tv,8.61,0.0
14807,DE,2021-11-04,free,mobile,2.23,0.0
14808,FR,2023-12-20,premium,mobile,20.42,12.79
14809,GB,2024-04-12,free,tv,7.14,0.0
14810,FR,2021-12-21,free,web,3.68,0.0
14811,JP,2024-08-29,free,tv,17.86,0.0
14812,US,2021-06-09,free,web,2.69,0.0
14813,SE,2022-12-14,free,tv,2.0,0.0
14814,FR,2023-06-16,free,web,4.38,0.0
14815,FR,2023-07-31,standard,mobile,7.45,9.99
14816,DE,2023-07-24,standard,mobile,17.26,9.99
14817,BR,2023-02-24,standard,tv,5.69,7.99
14818,AU,2024-03-30,free,web,2.74,0.0
14819,GB,2023-07-23,free,mobile,5.87,0.0
14820,US,2025-01-01,standard,tv,8.71,7.99
14821,FR,2022-10-27,premium,web,52.51,8.0
14822,GB,2023-12-11,free,mobile,4.41,0.0
14823,US,2023-06-17,standard,tv,7.58,9.99
14824,JP,2023-02-05,free,tv,10.29,0.0
14825,DE,2021-09-05,free,tv,3.2,0.0
14826,BR,2021-12-18,free,tv,4.13,0.0
14827,NL,2024-05-21,free,web,1.97,0.0
14828,FR,2021-07-16,free,tv,2.38,0.0
14829,DE,2023-05-30,free,tv,10.79,0.0
14830,JP,2023-06-30,free,mobile,4.68,0.0
14831,DE,2023-07-25,free,tv,7.52,0.0
14832,GB,2023-04-19,premium,tv,6.39,15.99
14833,SE,2022-04-07,premium,tv,21.71,15.99
14834,US,2024-08-10,free,tv,8.25,0.0
14835,JP,2023-09-22,free,tv,1.81,0.0
14836,US,2024-03-21,free,web,2.92,0.0
14837,GB,2025-07-22,standard,web,8.39,7.99
14838,US,2022-09-28,premium,mobile,32.12,15.99
14839,GB,2021-05-08,free,mobile,1.51,0.0
14840,FR,2022-07-05,free,tv,15.71,0.0
14841,FR,2022-02-05,standard,web,45.55,5.0
14842,DE,2024-10-24,premium,web,14.71,15.99
14843,US,2025-02-12,free,mobile,3.92,0.0
14844,ES,2024-05-14,free,tv,1.53,0.0
14845,FR,2022-08-10,free,web,2.58,0.0
14846,FR,2023-02-02,free,tv,2.04,0.0
14847,US,2022-04-12,free,mobile,5.7,0.0
14848,DE,2025-07-09,free,mobile,2.88,0.0
14849,US,2025-05-18,free,mobile,14.1,0.0
14850,FR,2023-12-15,free,mobile,1.76,0.0
14851,GB,2025-08-29,free,tv,9.68,0.0
14852,BR,2022-05-02,free,tv,3.59,0.0
14853,IT,2023-08-05,premium,tv,98.2,12.79
14854,US,2022-12-30,free,tv,8.63,0.0
