date,region,streaming_hours,subscribers,is_holiday,marketing_spend_eur,major_launch
2025-12-20,EU,192224.9,23747,False,6767.61,False
2025-12-21,EU,228188.6,28702,False,6300.75,False
2025-12-22,EU,240626.7,29631,False,6950.65,False
2025-12-23,EU,237742.0,28590,False,6621.31,False
2025-12-24,EU,266020.0,33456,True,6262.97,False
2025-12-25,EU,249139.6,31402,True,8586.14,False
2025-12-26,EU,167764.2,20870,False,7446.19,False
2025-12-27,EU,313625.5,38629,False,15531.52,True
2025-12-28,EU,236330.4,29585,False,7780.92,False
2025-12-29,EU,259225.1,31670,False,7691.63,False
2025-12-30,EU,246728.4,30327,False,6744.91,False
2025-12-31,EU,288492.4,35686,True,7294.04,False
2022-01-01,NAM,192916.9,24703,True,5981.44,False
2022-01-02,NAM,187227.5,23448,False,7465.93,False
2022-01-03,NAM,188525.1,23195,False,4917.98,False
2022-01-04,NAM,185215.7,23770,False,6437.68,False
2022-01-05,NAM,160154.9,19726,False,6227.88,False
2022-01-06,NAM,206957.0,26579,False,14938.78,True
2022-01-07,NAM,132004.6,17202,False,5441.07,False
2022-01-08,NAM,143818.6,18005,False,6205.42,False
2022-01-09,NAM,190727.8,23091,False,6524.11,False
2022-01-10,NAM,197261.4,25802,False,7462.81,False
2022-01-11,NAM,215926.1,27184,False,6873.25,False
2022-01-12,NAM,170744.8,21181,False,5661.46,False
2022-01-13,NAM,144951.8,18597,False,6219.02,False
2022-01-14,NAM,127859.3,16333,False,7318.59,False
2022-01-15,NAM,162887.1,21016,False,5649.88,False
2022-01-16,NAM,190684.9,23504,False,6548.33,False
2022-01-17,NAM,183220.7,23061,False,6604.7,False
2022-01-18,NAM,192818.8,23509,False,6304.12,False
2022-01-19,NAM,159225.0,20236,False,8770.1,False
2022-01-20,NAM,158140.0,19756,False,6284.06,False
2022-01-21,NAM,132042.3,16645,False,6974.81,False
2022-01-22,NAM,163250.1,20333,False,6002.71,False
2022-01-23,NAM,177826.0,22102,False,7038.7,False
2022-01-24,NAM,188052.5,23072,False,7313.88,False
2022-01-25,NAM,194520.6,24710,False,6147.63,False
2022-01-26,NAM,179095.3,23131,False,6574.99,False
2022-01-27,NAM,156930.0,19337,False,5903.28,False
2022-01-28,NAM,208965.6,26397,False,13704.73,True
2022-01-29,NAM,171862.4,21698,False,7450.44,False
2022-01-30,NAM,203444.3,25434,False,6178.55,False
2022-01-31,NAM,210517.7,25551,False,4691.61,False
2022-02-01,NAM,205631.0,25053,False,8035.53,False
2022-02-02,NAM,181256.8,22266,False,5982.32,False
2022-02-03,NAM,163118.4,19320,False,6427.65,False
2022-02-04,NAM,148638.3,19283,False,7938.23,False
2022-02-05,NAM,173391.2,21857,False,6512.86,False
2022-02-06,NAM,182307.7,22773,False,6496.33,False
2022-02-07,NAM,190462.4,22712,False,5645.21,False
2022-02-08,NAM,199679.3,24047,False,5320.63,False
2022-02-09,NAM,191027.9,23877,False,6496.14,False
2022-02-10,NAM,157037.1,20614,False,6920.25,False
2022-02-11,NAM,150913.7,18514,False,6875.17,False
2022-02-12,NAM,181156.0,23076,False,6246.49,False
2022-02-13,NAM,210889.4,26121,False,6648.46,False
2022-02-14,NAM,213305.8,26690,False,5163.23,False
2022-02-15,NAM,194207.3,24883,False,7001.88,False
2022-02-16,NAM,190471.0,23635,False,6763.62,False
2022-02-17,NAM,154166.7,18925,False,8214.18,False
2022-02-18,NAM,132496.3,17271,False,6641.98,False
2022-02-19,NAM,169394.2,21197,False,5882.61,False
2022-02-20,NAM,214460.9,27353,False,6596.92,False
2022-02-21,NAM,208035.5,25661,False,6376.01,False
2022-02-22,NAM,227891.8,29189,False,6986.77,False
2022-02-23,NAM,189597.9,23836,False,6661.26,False
2022-02-24,NAM,180298.5,22754,False,5632.54,False
2022-02-25,NAM,147165.4,18461,False,5332.66,False
2022-02-26,NAM,173778.8,21469,False,6852.33,False
2022-02-27,NAM,190124.1,23764,False,7749.24,False
2022-02-28,NAM,216719.5,26868,False,6706.98,False
2022-03-01,NAM,285220.4,36132,False,15294.89,True
2022-03-02,NAM,183551.5,22842,False,7455.25,False
2022-03-03,NAM,172496.8,20813,False,6859.18,False
2022-03-04,NAM,155707.7,18623,False,5994.91,False
2022-03-05,NAM,185029.0,22265,False,6803.5,False
2022-03-06,NAM,201166.3,25454,False,7613.66,False
2022-03-07,NAM,206533.2,25240,False,7072.66,False
2022-03-08,NAM,210081.8,26410,False,7248.1,False
2022-03-09,NAM,198713.8,24907,False,6280.21,False
2022-03-10,NAM,176094.7,21979,False,6489.12,False
2022-03-11,NAM,151059.7,19101,False,6556.77,False
2022-03-12,NAM,193871.4,24313,False,6611.43,False
2022-03-13,NAM,215656.0,25602,False,7587.62,False
2022-03-14,NAM,206111.8,25602,False,4776.26,False
2022-03-15,NAM,220992.5,27836,False,6679.18,False
2022-03-16,NAM,208970.3,26941,False,6591.9,False
2022-03-17,NAM,180931.1,23459,False,5559.05,False
2022-03-18,NAM,158154.7,19087,False,7194.41,False
2022-03-19,NAM,177792.0,22049,False,6078.15,False
2022-03-20,NAM,205414.2,24893,False,6372.87,False
2022-03-21,NAM,215844.9,27740,False,8138.28,False
2022-03-22,NAM,231286.8,29417,False,7467.98,False
2022-03-23,NAM,197820.3,24902,False,7120.34,False
2022-03-24,NAM,169141.1,21225,False,6966.12,False
2022-03-25,NAM,150457.4,19497,False,6530.51,False
2022-03-26,NAM,175528.9,22546,False,8262.5,False
2022-03-27,NAM,206974.8,26450,False,7305.48,False
2022-03-28,NAM,212201.9,26753,False,6064.86,False
2022-03-29,NAM,232788.4,28923,False,5545.17,False
2022-03-30,NAM,192114.8,24397,False,7119.47,False
2022-03-31,NAM,233089.0,29544,False,14622.05,True
2022-04-01,NAM,144135.1,17921,False,5524.35,False
2022-04-02,NAM,185530.6,23015,False,7011.12,False
2022-04-03,NAM,223705.1,28529,False,6453.78,False
2022-04-04,NAM,228648.7,29413,False,7094.28,False
2022-04-05,NAM,217227.6,26778,False,7023.89,False
2022-04-06,NAM,200614.9,24945,False,6184.64,False
2022-04-07,NAM,165231.4,20829,False,7178.28,False
2022-04-08,NAM,155024.9,19621,False,6274.43,False
2022-04-09,NAM,182353.3,22532,False,6327.19,False
2022-04-10,NAM,210461.4,27249,False,6248.43,False
2022-04-11,NAM,213349.6,26879,False,7579.78,False
2022-04-12,NAM,220293.5,27802,False,6451.29,False
2022-04-13,NAM,192453.8,24936,False,7774.45,False
2022-04-14,NAM,164723.2,20365,False,8104.04,False
2022-04-15,NAM,164131.8,20472,False,6087.02,False
2022-04-16,NAM,204078.1,24883,False,4341.95,False
2022-04-17,NAM,197380.8,24586,False,7515.11,False
2022-04-18,NAM,198678.3,24090,False,6406.67,False
2022-04-19,NAM,205213.8,26025,False,5988.05,False
2022-04-20,NAM,194374.5,24506,False,6210.78,False
2022-04-21,NAM,174231.9,21640,False,6350.65,False
2022-04-22,NAM,155680.8,19409,False,7721.0,False
2022-04-23,NAM,181219.7,23033,False,6811.93,False
2022-04-24,NAM,215487.5,26368,False,7711.63,False
2022-04-25,NAM,286391.9,35901,False,15080.88,True
2022-04-26,NAM,212726.2,26940,False,6438.87,False
2022-04-27,NAM,194995.0,23483,False,6374.71,False
2022-04-28,NAM,153374.6,19514,False,7137.04,False
2022-04-29,NAM,199135.0,24054,False,15344.84,True
2022-04-30,NAM,169340.7,21108,False,7486.68,False
2022-05-01,NAM,217586.6,26616,False,6480.77,False
2022-05-02,NAM,214096.7,27477,False,6830.91,False
2022-05-03,NAM,221481.1,27106,False,7158.73,False
2022-05-04,NAM,176844.1,21280,False,6385.08,False
2022-05-05,NAM,153844.7,19297,False,5785.05,False
2022-05-06,NAM,155616.2,19245,False,6048.73,False
2022-05-07,NAM,154055.3,18504,False,6501.67,False
2022-05-08,NAM,221768.8,27984,False,7225.02,False
2022-05-09,NAM,191632.1,22958,False,7703.18,False
2022-05-10,NAM,223255.0,27388,False,5611.91,False
2022-05-11,NAM,185475.2,22896,False,6219.62,False
2022-05-12,NAM,174265.1,22184,False,6411.96,False
2022-05-13,NAM,174134.1,22414,False,7334.77,False
2022-05-14,NAM,157963.9,20296,False,6277.26,False
2022-05-15,NAM,215368.5,26844,False,6356.71,False
2022-05-16,NAM,190990.3,22660,False,5571.66,False
2022-05-17,NAM,217844.9,27426,False,7088.73,False
2022-05-18,NAM,191230.5,24639,False,6573.63,False
2022-05-19,NAM,165883.2,21352,False,6180.26,False
2022-05-20,NAM,142537.2,18048,False,6496.64,False
2022-05-21,NAM,184262.8,22438,False,7606.6,False
2022-05-22,NAM,192079.9,23747,False,5901.84,False
2022-05-23,NAM,221845.8,28697,False,6033.17,False
2022-05-24,NAM,207809.8,25267,False,7709.05,False
2022-05-25,NAM,178688.9,21762,False,6768.62,False
2022-05-26,NAM,176954.8,22590,False,7244.55,False
2022-05-27,NAM,147983.8,18282,False,7030.9,False
2022-05-28,NAM,193111.0,23547,False,6681.98,False
2022-05-29,NAM,218397.0,28063,False,6432.36,False
2022-05-30,NAM,199307.8,25144,False,7377.0,False
2022-05-31,NAM,209922.4,26049,False,7642.37,False
2022-06-01,NAM,192091.0,23438,False,7580.6,False
2022-06-02,NAM,175241.3,22928,False,5765.62,False
2022-06-03,NAM,150723.8,18828,False,7758.68,False
2022-06-04,NAM,176647.2,22779,False,6429.15,False
2022-06-05,NAM,202369.7,25743,False,6112.23,False
2022-06-06,NAM,205621.0,25442,False,6581.54,False
2022-06-07,NAM,222976.7,27615,False,7382.65,False
2022-06-08,NAM,189595.8,24422,False,7150.87,False
2022-06-09,NAM,158434.6,20535,False,6514.94,False
2022-06-10,NAM,142272.7,16845,False,7390.13,False
2022-06-11,NAM,168978.0,21397,False,6832.64,False
2022-06-12,NAM,188638.0,23519,False,6263.12,False
2022-06-13,NAM,196881.9,24093,False,6155.82,False
2022-06-14,NAM,223254.5,28037,False,7051.19,False
2022-06-15,NAM,186126.4,22591,False,6657.74,False
2022-06-16,NAM,165988.7,20515,False,5624.1,False
2022-06-17,NAM,127229.5,15504,False,7402.98,False
2022-06-18,NAM,177278.3,21909,False,6341.78,False
2022-06-19,NAM,199575.2,24911,False,8000.45,False
2022-06-20,NAM,197983.5,24240,False,5605.11,False
2022-06-21,NAM,207827.4,26765,False,6583.68,False
2022-06-22,NAM,181866.8,22979,False,6169.02,False
2022-06-23,NAM,142101.8,18660,False,5949.41,False
2022-06-24,NAM,150631.3,18748,False,6341.07,False
2022-06-25,NAM,242169.5,29996,False,16147.7,True
2022-06-26,NAM,196331.0,25420,False,6846.7,False
2022-06-27,NAM,191390.5,23634,False,6099.38,False
2022-06-28,NAM,189161.3,23556,False,5270.6,False
2022-06-29,NAM,186923.4,23725,False,5357.16,False
2022-06-30,NAM,170296.3,20668,False,6305.83,False
2022-07-01,NAM,144166.8,18376,False,6228.8,False
2022-07-02,NAM,157672.2,20000,False,6557.26,False
2022-07-03,NAM,199908.6,25623,False,4919.5,False
2022-07-04,NAM,248469.5,31503,True,6664.65,False
2022-07-05,NAM,211076.5,27034,False,7560.93,False
2022-07-06,NAM,188750.0,23538,False,8037.77,False
2022-07-07,NAM,132850.7,16175,False,5224.69,False
2022-07-08,NAM,145285.6,19215,False,6099.89,False
2022-07-09,NAM,159431.9,19165,False,6058.36,False
2022-07-10,NAM,181971.8,22033,False,6859.08,False
2022-07-11,NAM,195644.7,24738,False,5767.43,False
2022-07-12,NAM,204626.8,26390,False,8089.81,False
2022-07-13,NAM,166645.1,20925,False,6779.57,False
2022-07-14,NAM,160207.2,20525,False,6646.98,False
2022-07-15,NAM,145504.5,17190,False,8020.42,False
2022-07-16,NAM,166734.2,20591,False,6734.16,False
2022-07-17,NAM,185716.5,22277,False,7067.99,False
2022-07-18,NAM,186151.9,23659,False,6147.86,False
2022-07-19,NAM,208909.5,25340,False,5652.85,False
2022-07-20,NAM,166327.0,20151,False,6261.71,False
2022-07-21,NAM,161546.8,20450,False,8500.33,False
2022-07-22,NAM,137770.3,17752,False,7257.92,False
2022-07-23,NAM,164091.6,20431,False,6971.88,False
2022-07-24,NAM,176005.8,22285,False,5971.9,False
2022-07-25,NAM,192611.7,24345,False,7482.75,False
2022-07-26,NAM,203042.5,25272,False,5668.35,False
2022-07-27,NAM,166458.1,20259,False,5501.6,False
2022-07-28,NAM,155866.9,19765,False,6308.89,False
2022-07-29,NAM,138355.1,17600,False,8320.34,False
2022-07-30,NAM,158234.8,20226,False,8275.82,False
2022-07-31,NAM,198994.4,25030,False,6397.26,False
2022-08-01,NAM,171244.9,20821,False,6219.64,False
2022-08-02,NAM,198775.9,25192,False,5447.46,False
2022-08-03,NAM,191261.1,23906,False,6822.92,False
2022-08-04,NAM,161719.7,19973,False,6890.86,False
2022-08-05,NAM,139315.5,17267,False,7393.65,False
2022-08-06,NAM,159771.8,19626,False,7491.32,False
2022-08-07,NAM,183345.3,23362,False,6605.56,False
2022-08-08,NAM,188075.0,22800,False,7209.07,False
2022-08-09,NAM,199192.7,24402,False,6204.49,False
2022-08-10,NAM,168534.6,20902,False,7195.38,False
2022-08-11,NAM,155428.6,20235,False,6360.71,False
2022-08-12,NAM,150140.6,19294,False,7134.82,False
2022-08-13,NAM,160574.1,19251,False,7070.8,False
2022-08-14,NAM,175409.5,22601,False,6823.79,False
2022-08-15,NAM,176912.7,22788,False,7405.13,False
2022-08-16,NAM,200101.8,24425,False,5513.93,False
2022-08-17,NAM,173950.3,20483,False,5919.07,False
2022-08-18,NAM,155318.8,19378,False,6555.7,False
2022-08-19,NAM,131220.7,16963,False,5617.89,False
2022-08-20,NAM,166731.9,21637,False,6447.76,False
2022-08-21,NAM,185443.5,22745,False,6474.3,False
2022-08-22,NAM,181650.7,23582,False,7822.5,False
2022-08-23,NAM,187685.9,22346,False,6889.53,False
2022-08-24,NAM,163120.6,20206,False,7599.79,False
2022-08-25,NAM,162715.8,20130,False,7018.34,False
2022-08-26,NAM,133468.2,17259,False,6349.22,False
2022-08-27,NAM,164407.3,21200,False,6885.47,False
2022-08-28,NAM,181016.6,23104,False,7362.79,False
2022-08-29,NAM,177797.0,21549,False,7734.72,False
2022-08-30,NAM,188426.6,23984,False,6674.9,False
2022-08-31,NAM,182259.3,23036,False,5463.49,False
2022-09-01,NAM,143538.3,17106,False,5408.01,False
2022-09-02,NAM,127763.2,14936,False,6521.87,False
2022-09-03,NAM,159899.4,20506,False,4913.43,False
2022-09-04,NAM,189958.2,23654,False,8220.58,False
2022-09-05,NAM,202383.6,24655,False,7262.8,False
2022-09-06,NAM,193397.4,24070,False,6277.47,False
2022-09-07,NAM,177765.0,22402,False,5899.03,False
2022-09-08,NAM,152238.7,18988,False,7610.0,False
2022-09-09,NAM,125541.3,14916,False,5897.34,False
2022-09-10,NAM,150651.9,19774,False,5974.42,False
2022-09-11,NAM,174893.8,22363,False,6176.99,False
2022-09-12,NAM,174205.8,21608,False,6881.77,False
2022-09-13,NAM,197229.5,24506,False,7287.89,False
2022-09-14,NAM,174431.1,21983,False,7746.14,False
2022-09-15,NAM,147327.3,17851,False,7628.73,False
2022-09-16,NAM,115810.6,14637,False,6794.12,False
2022-09-17,NAM,174367.5,21130,False,7610.67,False
2022-09-18,NAM,176508.5,22028,False,6258.2,False
2022-09-19,NAM,205667.7,25124,False,5339.06,False
2022-09-20,NAM,175878.9,21425,False,6259.6,False
2022-09-21,NAM,164932.3,21439,False,6152.24,False
2022-09-22,NAM,130593.4,16353,False,6292.41,False
2022-09-23,NAM,135511.8,17042,False,6031.25,False
2022-09-24,NAM,149491.2,17680,False,6430.61,False
2022-09-25,NAM,174990.7,21575,False,7296.26,False
2022-09-26,NAM,173902.2,21968,False,8173.21,False
2022-09-27,NAM,197228.4,24750,False,5421.47,False
2022-09-28,NAM,178287.7,21208,False,5772.31,False
2022-09-29,NAM,160321.3,20143,False,6170.09,False
2022-09-30,NAM,128782.2,16281,False,7416.59,False
2022-10-01,NAM,160273.1,20676,False,6640.79,False
2022-10-02,NAM,173397.9,21347,False,6226.21,False
2022-10-03,NAM,184062.1,21886,False,7379.64,False
2022-10-04,NAM,185444.4,22682,False,7572.11,False
2022-10-05,NAM,176697.3,21538,False,6792.74,False
2022-10-06,NAM,154983.3,19741,False,6155.52,False
2022-10-07,NAM,140452.5,16198,False,7025.47,False
2022-10-08,NAM,152424.1,18828,False,6623.39,False
2022-10-09,NAM,195370.2,25134,False,6617.94,False
2022-10-10,NAM,187567.7,23449,False,6401.58,False
2022-10-11,NAM,188120.6,23963,False,7552.24,False
2022-10-12,NAM,167343.0,20096,False,7012.9,False
2022-10-13,NAM,144052.7,17205,False,7642.31,False
2022-10-14,NAM,146220.6,18996,False,7883.56,False
2022-10-15,NAM,162435.8,20355,False,7182.43,False
2022-10-16,NAM,188746.1,23644,False,6410.82,False
2022-10-17,NAM,186587.5,22764,False,7649.01,False
2022-10-18,NAM,215896.6,27037,False,7190.03,False
2022-10-19,NAM,185957.5,22671,False,8900.94,False
2022-10-20,NAM,143777.8,18565,False,7067.08,False
2022-10-21,NAM,133545.6,18057,False,7377.9,False
2022-10-22,NAM,159350.3,20160,False,7052.84,False
2022-10-23,NAM,189812.6,23409,False,6741.97,False
2022-10-24,NAM,183769.4,21704,False,6614.97,False
2022-10-25,NAM,198067.5,23916,False,7058.15,False
2022-10-26,NAM,188687.2,24363,False,7240.44,False
2022-10-27,NAM,140463.9,17043,False,7747.76,False
2022-10-28,NAM,128800.3,15914,False,7072.08,False
2022-10-29,NAM,158496.0,20139,False,6455.44,False
2022-10-30,NAM,185898.1,23978,False,6565.02,False
2022-10-31,NAM,211309.1,26313,False,5768.9,False
2022-11-01,NAM,205343.1,25465,False,8156.97,False
2022-11-02,NAM,260267.4,32569,False,14395.81,True
2022-11-03,NAM,149736.2,18403,False,7603.45,False
2022-11-04,NAM,135827.8,16691,False,7051.49,False
2022-11-05,NAM,152094.2,19217,False,7073.99,False
2022-11-06,NAM,199432.9,25021,False,6737.79,False
2022-11-07,NAM,198815.1,25917,False,6202.26,False
2022-11-08,NAM,210259.9,26501,False,6058.42,False
2022-11-09,NAM,177487.1,22761,False,8216.77,False
2022-11-10,NAM,152266.8,18497,False,6925.92,False
2022-11-11,NAM,175590.6,22211,True,7735.71,False
2022-11-12,NAM,173190.1,21287,False,7944.18,False
2022-11-13,NAM,179801.6,22672,False,6508.32,False
2022-11-14,NAM,203465.0,25777,False,7176.55,False
2022-11-15,NAM,199615.8,24976,False,6874.51,False
2022-11-16,NAM,171856.4,22685,False,5913.48,False
2022-11-17,NAM,138986.7,18087,False,6691.62,False
2022-11-18,NAM,139986.9,18086,False,7310.76,False
2022-11-19,NAM,179943.6,22875,False,6442.28,False
2022-11-20,NAM,212886.6,27492,False,6582.38,False
2022-11-21,NAM,202197.6,24556,False,6704.31,False
2022-11-22,NAM,222164.4,28455,False,8532.97,False
2022-11-23,NAM,183358.6,22424,False,5377.26,False
2022-11-24,NAM,164628.7,20296,False,7246.56,False
2022-11-25,NAM,139544.2,17723,False,6643.33,False
2022-11-26,NAM,165607.2,21317,False,6334.23,False
2022-11-27,NAM,192275.8,23457,False,6625.2,False
2022-11-28,NAM,180560.4,22313,False,7382.15,False
2022-11-29,NAM,218214.5,27325,False,7428.62,False
2022-11-30,NAM,180254.1,22438,False,6998.56,False
2022-12-01,NAM,152889.9,19538,False,7724.69,False
2022-12-02,NAM,136180.0,18740,False,7866.32,False
2022-12-03,NAM,170562.1,21529,False,7505.1,False
2022-12-04,NAM,219570.5,27078,False,6415.8,False
2022-12-05,NAM,225478.9,27536,False,7249.05,False
2022-12-06,NAM,190636.7,23666,False,7253.61,False
2022-12-07,NAM,185514.1,22719,False,6202.49,False
2022-12-08,NAM,153182.2,19381,False,5600.2,False
2022-12-09,NAM,154040.3,19481,False,5238.28,False
2022-12-10,NAM,177303.0,21931,False,6913.13,False
2022-12-11,NAM,198176.0,25764,False,7096.43,False
2022-12-12,NAM,207821.2,25609,False,5913.32,False
2022-12-13,NAM,205893.2,25676,False,7696.33,False
2022-12-14,NAM,207087.7,26205,False,6982.02,False
2022-12-15,NAM,168388.5,21494,False,7940.56,False
2022-12-16,NAM,153935.4,19880,False,7158.18,False
2022-12-17,NAM,153726.1,19430,False,6009.43,False
2022-12-18,NAM,207027.9,26403,False,7229.87,False
2022-12-19,NAM,232032.1,28671,False,7400.09,False
2022-12-20,NAM,228260.3,28991,False,6426.65,False
2022-12-21,NAM,176517.2,22517,False,5711.83,False
2022-12-22,NAM,163746.9,21224,False,6946.49,False
2022-12-23,NAM,142092.8,16927,False,6066.32,False
2022-12-24,NAM,244297.9,30083,True,7764.46,False
2022-12-25,NAM,266763.5,33757,True,6542.76,False
2022-12-26,NAM,205107.9,24312,False,8248.93,False
2022-12-27,NAM,217650.8,27452,False,5170.67,False
2022-12-28,NAM,171663.8,21987,False,6978.59,False
2022-12-29,NAM,159691.9,19673,False,8015.01,False
2022-12-30,NAM,153723.9,19000,False,6160.01,False
2022-12-31,NAM,238079.7,29222,True,6745.64,False
2023-01-01,NAM,241635.5,29943,True,6551.32,False
2023-01-02,NAM,212456.9,26310,False,6327.49,False
2023-01-03,NAM,231763.4,28628,False,7070.95,False
2023-01-04,NAM,185887.3,22867,False,5839.66,False
2023-01-05,NAM,173408.1,21540,False,6787.97,False
2023-01-06,NAM,156308.9,19397,False,7290.3,False
2023-01-07,NAM,201433.7,26116,False,6706.18,False
2023-01-08,NAM,214760.5,26647,False,6078.84,False
2023-01-09,NAM,217898.5,27409,False,7703.9,False
2023-01-10,NAM,233445.5,28892,False,7464.71,False
2023-01-11,NAM,189889.1,23441,False,6048.3,False
2023-01-12,NAM,172031.4,20651,False,5846.71,False
2023-01-13,NAM,154465.1,18522,False,6121.21,False
2023-01-14,NAM,186917.9,22761,False,7319.72,False
2023-01-15,NAM,229753.0,28810,False,7104.71,False
2023-01-16,NAM,229127.6,29179,False,7517.07,False
2023-01-17,NAM,218584.5,26429,False,6624.83,False
2023-01-18,NAM,207688.5,25686,False,6146.71,False
2023-01-19,NAM,189569.6,23012,False,7622.33,False
2023-01-20,NAM,153635.7,19072,False,6445.24,False
2023-01-21,NAM,192254.1,24569,False,7037.99,False
2023-01-22,NAM,221322.6,27441,False,5649.56,False
2023-01-23,NAM,225332.3,28142,False,6434.4,False
2023-01-24,NAM,211446.9,27158,False,7698.52,False
2023-01-25,NAM,223854.9,28210,False,6318.73,False
2023-01-26,NAM,171899.6,21107,False,7544.1,False
2023-01-27,NAM,170800.4,21429,False,5028.43,False
2023-01-28,NAM,187419.7,23013,False,6446.49,False
2023-01-29,NAM,219374.0,27631,False,6757.67,False
2023-01-30,NAM,242922.7,30623,False,8289.53,False
2023-01-31,NAM,244824.4,29919,False,5961.0,False
2023-02-01,NAM,214032.5,26841,False,7433.79,False
2023-02-02,NAM,188020.4,23443,False,7743.3,False
2023-02-03,NAM,162166.0,20543,False,6321.31,False
2023-02-04,NAM,195794.8,24890,False,6600.43,False
2023-02-05,NAM,221709.6,27952,False,7013.3,False
2023-02-06,NAM,242354.9,30142,False,5715.56,False
2023-02-07,NAM,227914.4,28955,False,6537.42,False
2023-02-08,NAM,230319.6,28353,False,7923.14,False
2023-02-09,NAM,180412.2,21891,False,7321.12,False
2023-02-10,NAM,166669.3,19236,False,6778.35,False
2023-02-11,NAM,287981.0,35962,False,14994.96,True
2023-02-12,NAM,232239.7,28619,False,7369.97,False
2023-02-13,NAM,231046.0,29079,False,7523.93,False
2023-02-14,NAM,238423.6,28817,False,6461.62,False
2023-02-15,NAM,226493.0,27988,False,8135.28,False
2023-02-16,NAM,179194.4,22634,False,7961.33,False
2023-02-17,NAM,167255.8,20392,False,7450.81,False
2023-02-18,NAM,200422.2,25257,False,6235.38,False
2023-02-19,NAM,244563.5,30291,False,6094.32,False
2023-02-20,NAM,235814.9,29460,False,6649.97,False
2023-02-21,NAM,263061.0,33180,False,6960.61,False
2023-02-22,NAM,217295.6,27638,False,5497.96,False
2023-02-23,NAM,184969.1,23167,False,7309.25,False
2023-02-24,NAM,168524.4,20658,False,7944.22,False
2023-02-25,NAM,188947.2,23389,False,7376.18,False
2023-02-26,NAM,224398.0,28368,False,6374.91,False
2023-02-27,NAM,232873.3,28598,False,6280.98,False
2023-02-28,NAM,257298.5,32073,False,7157.13,False
2023-03-01,NAM,220625.5,27385,False,6795.36,False
2023-03-02,NAM,184280.0,22983,False,7273.18,False
2023-03-03,NAM,181974.2,22242,False,7400.88,False
2023-03-04,NAM,219812.1,26550,False,7793.76,False
2023-03-05,NAM,253627.3,31963,False,6015.3,False
2023-03-06,NAM,230895.1,29343,False,7099.05,False
2023-03-07,NAM,239348.7,29022,False,6631.72,False
2023-03-08,NAM,242925.6,30550,False,6844.34,False
2023-03-09,NAM,192601.0,24616,False,7615.53,False
2023-03-10,NAM,170433.9,21602,False,7703.25,False
2023-03-11,NAM,212865.3,26399,False,8044.25,False
2023-03-12,NAM,252458.3,31085,False,7266.72,False
2023-03-13,NAM,235923.5,29530,False,6838.99,False
2023-03-14,NAM,249802.5,31349,False,6725.45,False
2023-03-15,NAM,234584.8,29371,False,5540.7,False
2023-03-16,NAM,180417.3,22462,False,8001.04,False
2023-03-17,NAM,173930.5,21199,False,6672.48,False
2023-03-18,NAM,195210.4,24612,False,7335.47,False
2023-03-19,NAM,229874.4,28969,False,7474.7,False
2023-03-20,NAM,237367.1,29771,False,5936.0,False
2023-03-21,NAM,254377.7,31852,False,6194.32,False
2023-03-22,NAM,221760.7,28559,False,8171.37,False
2023-03-23,NAM,186269.5,22971,False,7166.85,False
2023-03-24,NAM,175132.4,22532,False,6470.78,False
2023-03-25,NAM,195800.0,24107,False,6834.92,False
2023-03-26,NAM,248075.0,31563,False,7805.74,False
2023-03-27,NAM,259190.0,33015,False,7684.95,False
2023-03-28,NAM,248503.3,30916,False,5765.38,False
2023-03-29,NAM,223998.3,28830,False,8246.43,False
2023-03-30,NAM,196852.7,24841,False,7712.67,False
2023-03-31,NAM,157533.6,19253,False,6818.52,False
2023-04-01,NAM,214018.9,26565,False,5987.87,False
2023-04-02,NAM,281444.7,35746,False,7785.21,False
2023-04-03,NAM,244552.2,31030,False,7323.89,False
2023-04-04,NAM,248715.0,30560,False,5777.26,False
2023-04-05,NAM,235331.9,29346,False,6758.59,False
2023-04-06,NAM,209661.2,26309,False,9445.94,False
2023-04-07,NAM,184282.5,22781,False,6958.95,False
2023-04-08,NAM,186351.6,24472,False,6352.92,False
2023-04-09,NAM,250998.4,31491,False,6140.45,False
2023-04-10,NAM,278183.1,34741,False,8365.68,False
2023-04-11,NAM,258388.4,32893,False,7626.96,False
2023-04-12,NAM,214085.2,26578,False,8075.45,False
2023-04-13,NAM,196681.6,25088,False,7148.8,False
2023-04-14,NAM,230474.1,27975,False,15954.22,True
2023-04-15,NAM,221911.0,27512,False,6273.09,False
2023-04-16,NAM,232592.5,29598,False,7082.57,False
2023-04-17,NAM,247502.2,31722,False,7182.89,False
2023-04-18,NAM,239895.7,29600,False,8059.96,False
2023-04-19,NAM,221002.3,27180,False,7209.82,False
2023-04-20,NAM,208329.9,26324,False,6455.09,False
2023-04-21,NAM,176738.5,21780,False,7007.51,False
2023-04-22,NAM,203077.6,25250,False,5615.87,False
2023-04-23,NAM,230119.4,29203,False,5100.98,False
2023-04-24,NAM,223313.4,27642,False,7623.57,False
2023-04-25,NAM,234715.0,28356,False,6659.45,False
2023-04-26,NAM,228198.6,27874,False,6750.87,False
2023-04-27,NAM,203135.6,25396,False,7625.51,False
2023-04-28,NAM,170629.4,20396,False,8079.11,False
2023-04-29,NAM,224924.6,27966,False,7389.84,False
2023-04-30,NAM,234880.1,28663,False,8505.46,False
2023-05-01,NAM,242919.9,31184,False,7365.9,False
2023-05-02,NAM,236319.1,30622,False,7206.27,False
