user_id,plan,country,device,tenure_months,watch_hours_t_minus_3,watch_hours_t_minus_2,watch_hours_t_minus_1,watch_hours_next_month
3002973,premium,DE,mobile,30,4.3,3.67,3.56,4.06
3002974,standard,US,tv,52,6.63,6.04,6.13,6.49
3002975,standard,DE,tv,28,14.08,17.26,17.41,13.36
3002976,standard,BR,tv,50,4.56,5.5,5.93,5.16
3002977,standard,FR,mobile,37,10.0,10.5,11.56,10.05
3002978,standard,FR,mobile,54,21.87,28.05,30.1,29.74
3002979,premium,FR,tv,35,12.84,12.3,11.65,11.87
3002980,standard,FR,tv,2,8.09,8.97,8.77,7.98
3002981,free,US,tv,12,9.51,8.95,8.66,7.73
3002982,free,DE,tv,3,9.87,9.29,8.73,7.2
3002983,standard,BR,tv,3,5.41,6.66,7.87,0.0
3002984,free,FR,mobile,9,9.05,11.37,10.1,11.32
3002985,free,US,web,58,24.86,20.8,18.64,22.43
3002986,free,JP,mobile,9,12.59,11.35,10.9,0.0
3002987,standard,GB,tv,25,10.65,8.98,8.6,7.78
3002988,free,NL,web,58,13.15,13.06,12.75,10.14
3002989,standard,DE,mobile,34,4.95,4.41,4.19,2.87
3002990,standard,FR,tv,26,7.46,7.53,7.13,7.38
3002991,premium,US,mobile,3,27.39,24.37,22.58,24.58
3002992,free,BR,tv,10,3.13,3.39,3.95,1.55
3002993,standard,SE,tv,11,10.75,12.99,13.63,13.78
3002994,standard,DE,mobile,39,18.63,19.88,20.22,16.87
3002995,free,DE,tv,30,40.22,39.2,41.91,39.17
3002996,standard,DE,mobile,39,20.69,18.06,17.69,0.0
3002997,free,FR,mobile,27,3.93,4.09,4.3,6.52
3002998,premium,FR,web,33,11.92,11.41,10.98,3.59
3002999,free,CA,tv,15,8.1,7.6,7.21,7.43
3003000,premium,FR,tv,2,9.54,9.23,9.11,10.92
3003001,standard,US,mobile,48,3.11,3.87,3.81,1.67
3003002,free,IT,mobile,25,9.4,9.25,9.6,8.78
3003003,standard,DE,mobile,54,25.14,22.7,22.19,22.98
3003004,free,CA,web,14,50.99,42.53,38.86,36.58
3003005,standard,FR,mobile,18,20.71,18.88,19.57,15.28
3003006,standard,SE,web,24,4.72,4.45,5.16,5.4
3003007,free,FR,tv,41,24.04,25.0,23.57,23.4
3003008,free,US,mobile,6,11.76,10.52,9.82,9.4
3003009,standard,GB,web,10,8.73,8.65,10.75,0.0
3003010,free,SE,tv,10,25.01,26.3,25.52,22.24
3003011,premium,DE,tv,7,7.79,9.09,9.15,0.0
3003012,standard,US,mobile,22,9.02,9.24,8.93,0.0
3003013,standard,DE,mobile,11,17.66,18.82,17.96,17.34
3003014,free,FR,mobile,44,4.4,4.02,3.66,2.01
3003015,standard,NL,mobile,9,9.32,8.98,9.32,11.37
3003016,premium,JP,tv,1,28.93,29.59,27.73,0.0
3003017,free,ES,web,29,37.24,34.18,35.86,0.0
3003018,free,DE,mobile,10,6.59,5.99,6.1,3.32
3003019,free,ES,tv,13,6.66,6.02,6.44,5.14
3003020,free,GB,tv,32,5.96,6.01,6.05,0.0
3003021,standard,FR,mobile,16,1.33,1.2,1.14,0.0
3003022,free,US,tv,5,27.23,29.21,32.65,31.21
3003023,standard,ES,mobile,14,22.8,19.49,19.66,15.07
3003024,free,NL,mobile,53,3.44,3.49,3.99,6.34
3003025,free,US,web,38,5.68,5.32,5.06,0.0
3003026,free,BR,tv,22,14.77,13.16,12.2,10.91
3003027,premium,BR,mobile,55,15.65,15.01,14.26,9.61
3003028,standard,JP,web,36,39.64,39.22,42.8,39.42
3003029,free,CA,mobile,17,7.73,8.38,8.51,0.0
3003030,standard,FR,tv,8,16.45,14.44,14.54,12.31
3003031,free,DE,tv,15,9.44,8.61,8.31,9.12
3003032,free,BR,tv,58,8.43,9.5,9.04,8.46
3003033,free,NL,tv,8,37.51,40.86,39.87,36.04
3003034,premium,FR,tv,37,142.72,124.59,112.06,110.06
3003035,standard,GB,mobile,59,13.16,14.49,17.02,14.6
3003036,standard,JP,mobile,36,2.51,3.13,3.67,3.49
3003037,free,US,tv,49,12.78,14.18,15.02,16.29
3003038,free,US,tv,29,11.33,10.37,12.16,9.87
3003039,standard,US,mobile,22,11.27,12.75,13.18,16.4
3003040,free,US,mobile,14,9.62,10.17,10.08,8.55
3003041,premium,GB,mobile,2,9.43,8.79,8.4,13.19
3003042,standard,FR,tv,34,25.79,24.19,23.4,27.89
3003043,free,BR,tv,32,7.83,8.31,7.94,9.4
3003044,standard,FR,mobile,49,9.54,9.41,9.97,7.62
3003045,premium,BR,web,12,17.84,16.57,15.31,17.35
3003046,free,FR,mobile,16,16.0,15.62,15.64,0.0
3003047,standard,BR,tv,1,4.53,4.45,4.56,3.31
3003048,premium,US,tv,28,20.34,17.93,16.73,13.36
3003049,free,ES,mobile,24,7.73,8.98,9.0,5.22
3003050,premium,FR,web,4,11.2,11.58,13.69,8.57
3003051,free,GB,mobile,40,52.52,48.33,46.73,43.29
3003052,standard,US,tv,13,4.92,5.55,5.68,2.06
3003053,standard,FR,tv,47,9.61,10.47,11.5,0.0
3003054,standard,IT,tv,40,7.26,9.04,9.15,7.04
3003055,free,FR,mobile,16,7.62,6.62,6.84,8.83
3003056,standard,AU,tv,12,5.18,5.35,5.51,8.73
3003057,free,GB,tv,29,8.57,9.73,11.56,13.05
3003058,free,FR,tv,49,8.27,8.22,7.97,11.89
3003059,free,AU,web,43,44.02,38.62,41.7,36.95
3003060,standard,FR,tv,16,10.58,12.4,12.68,13.69
3003061,free,NL,tv,59,4.95,4.62,4.94,4.81
3003062,free,US,tv,10,26.16,21.59,19.69,0.0
3003063,premium,GB,mobile,55,12.43,13.8,14.86,0.0
3003064,free,NL,tv,11,5.07,5.23,5.24,4.28
3003065,free,FR,mobile,19,7.57,9.3,9.7,7.16
3003066,free,IT,mobile,34,10.62,10.22,11.89,10.6
3003067,free,FR,tv,25,51.71,55.56,54.9,50.43
3003068,standard,IT,web,6,6.0,5.72,5.58,2.7
3003069,free,FR,tv,55,12.42,13.47,13.3,12.72
3003070,free,FR,mobile,27,5.03,4.68,4.84,0.08
3003071,premium,FR,mobile,34,12.95,11.95,11.22,13.39
3003072,standard,ES,tv,53,5.71,6.19,5.99,1.32
3003073,standard,CA,tv,1,40.69,36.62,37.29,0.0
3003074,premium,CA,mobile,29,26.36,26.23,27.74,26.92
3003075,premium,BR,tv,43,31.76,31.73,29.18,28.12
3003076,free,NL,mobile,47,8.15,7.13,6.82,0.0
3003077,standard,SE,mobile,28,5.04,5.99,5.55,6.63
3003078,standard,GB,mobile,36,8.66,8.61,8.46,11.04
3003079,free,US,tv,45,56.76,56.6,59.01,58.72
3003080,free,ES,tv,13,26.18,28.34,26.91,26.79
3003081,free,FR,mobile,54,48.44,48.8,53.81,50.28
3003082,standard,NL,mobile,42,8.8,9.24,9.19,0.0
3003083,standard,DE,tv,22,12.78,12.07,12.41,14.02
3003084,standard,US,tv,9,11.15,13.66,15.55,13.24
3003085,free,NL,web,28,11.23,10.05,9.39,9.79
3003086,free,FR,tv,28,12.62,11.24,11.1,9.2
3003087,free,CA,mobile,26,5.49,5.2,5.28,3.88
3003088,standard,AU,mobile,33,7.29,6.5,6.58,10.91
3003089,premium,GB,tv,23,43.23,43.47,44.58,44.4
3003090,premium,IT,tv,35,12.1,10.73,10.24,12.33
3003091,premium,FR,mobile,29,11.47,14.2,15.66,18.1
3003092,premium,DE,mobile,52,2.33,2.67,2.69,2.15
3003093,premium,SE,web,37,13.99,13.42,12.86,11.35
3003094,free,FR,tv,36,5.57,5.46,5.21,5.37
3003095,free,US,tv,1,6.16,6.35,7.52,2.49
3003096,free,US,tv,18,28.37,25.95,24.94,26.23
3003097,free,ES,tv,52,6.79,6.83,6.91,2.86
3003098,free,IT,tv,21,49.42,50.0,48.39,47.97
3003099,free,FR,web,52,7.1,7.46,8.79,11.02
3003100,premium,US,tv,8,8.61,8.59,8.83,12.72
3003101,free,NL,tv,11,10.86,9.62,9.8,0.0
3003102,premium,US,tv,4,9.75,8.14,7.67,7.01
3003103,standard,US,web,8,6.95,6.86,6.98,6.12
3003104,standard,FR,tv,5,16.02,16.31,15.9,15.29
3003105,standard,BR,mobile,42,4.48,5.56,5.5,4.88
3003106,free,FR,mobile,40,7.67,8.08,7.87,4.19
3003107,standard,US,mobile,57,6.85,6.55,7.38,3.8
3003108,free,GB,tv,6,29.77,28.85,32.07,33.69
3003109,premium,FR,mobile,9,8.43,9.47,9.67,11.09
3003110,free,AU,tv,36,16.15,15.93,14.98,12.68
3003111,free,SE,tv,49,5.36,5.38,5.15,8.28
3003112,standard,ES,mobile,38,8.73,7.64,7.62,4.01
3003113,standard,DE,mobile,57,4.22,4.23,4.57,4.11
3003114,free,FR,mobile,42,9.66,10.44,9.93,14.75
3003115,standard,GB,mobile,49,3.54,3.24,3.72,0.89
3003116,free,US,mobile,12,16.45,18.96,19.34,22.93
3003117,standard,ES,web,33,10.37,11.42,11.87,6.7
3003118,free,FR,mobile,20,5.02,5.0,5.14,6.94
3003119,free,IT,mobile,55,11.41,10.6,10.28,5.01
3003120,free,US,tv,48,26.77,28.09,26.03,30.62
3003121,free,DE,mobile,1,14.02,12.48,11.72,10.86
3003122,free,FR,tv,15,3.8,3.91,4.08,3.35
3003123,free,US,mobile,51,44.61,39.3,36.68,36.39
3003124,free,DE,mobile,59,21.36,22.88,22.48,20.91
3003125,free,DE,tv,41,24.82,25.77,27.21,26.46
3003126,standard,CA,mobile,45,6.39,6.08,5.68,6.37
3003127,free,US,tv,23,159.27,136.73,128.23,119.94
3003128,standard,FR,mobile,55,13.06,12.65,12.67,11.4
3003129,premium,GB,tv,51,14.55,14.6,14.5,20.08
3003130,free,US,mobile,42,14.23,12.87,12.67,12.82
3003131,premium,SE,mobile,44,12.99,15.03,16.84,14.84
3003132,free,US,tv,7,35.02,33.13,35.98,0.0
3003133,free,NL,tv,47,5.86,5.6,5.75,7.33
3003134,standard,ES,web,54,12.96,11.24,11.13,13.34
3003135,standard,US,tv,17,4.97,4.84,5.43,3.17
3003136,premium,DE,tv,51,3.01,3.36,3.56,7.17
3003137,free,DE,mobile,34,9.84,10.22,10.24,11.06
3003138,standard,GB,mobile,59,26.31,25.74,24.98,24.48
3003139,free,US,mobile,22,6.31,6.1,5.85,3.27
3003140,free,GB,web,51,7.69,7.08,7.48,8.68
3003141,free,IT,tv,39,7.96,7.69,7.07,0.0
3003142,premium,DE,mobile,28,12.61,18.33,19.66,15.45
3003143,free,GB,tv,44,4.21,5.31,5.73,6.85
3003144,premium,NL,web,24,3.12,2.98,2.81,0.0
3003145,standard,DE,mobile,39,9.81,11.35,10.57,7.99
3003146,standard,DE,web,30,9.51,9.91,9.52,3.12
3003147,standard,US,mobile,52,5.28,5.12,4.84,4.88
3003148,premium,FR,mobile,33,17.51,15.57,14.48,11.19
3003149,free,US,web,8,12.14,11.98,12.15,10.53
3003150,free,DE,tv,40,10.97,10.31,10.05,10.85
3003151,standard,BR,tv,33,9.9,10.78,10.4,7.72
3003152,free,US,web,37,3.52,3.74,3.48,2.63
3003153,free,IT,web,32,5.05,5.36,5.35,6.45
3003154,free,FR,mobile,47,13.88,13.96,15.19,14.63
3003155,free,FR,tv,45,16.25,16.11,15.88,14.53
3003156,free,US,tv,43,4.89,5.34,5.52,7.17
3003157,free,DE,mobile,29,35.6,36.8,39.49,34.87
3003158,premium,US,mobile,17,8.69,9.25,9.42,0.0
3003159,free,FR,tv,15,7.55,7.09,6.92,2.51
3003160,premium,GB,tv,18,8.97,10.9,10.24,12.83
3003161,premium,DE,tv,15,9.75,11.7,11.72,13.78
3003162,free,DE,tv,44,13.0,11.86,11.78,0.0
3003163,standard,US,mobile,20,10.43,10.17,10.24,8.84
3003164,standard,US,tv,54,24.04,22.31,21.5,12.99
3003165,standard,US,mobile,25,19.7,20.0,19.48,19.2
3003166,free,US,tv,48,4.92,5.25,4.95,8.61
3003167,free,GB,mobile,41,9.0,7.77,7.53,4.83
3003168,free,GB,mobile,59,7.58,8.92,8.75,7.75
3003169,standard,JP,mobile,25,22.69,28.95,26.21,29.8
3003170,premium,NL,mobile,6,3.07,2.95,2.91,3.35
3003171,standard,FR,tv,13,14.78,15.0,14.4,12.16
3003172,standard,US,web,7,43.2,38.88,38.69,0.0
3003173,premium,SE,tv,9,10.21,10.76,13.83,7.16
3003174,standard,US,tv,49,23.74,23.04,22.08,23.25
3003175,free,DE,tv,42,12.26,10.86,11.05,12.86
3003176,premium,ES,web,22,14.42,12.32,12.32,15.09
3003177,free,GB,mobile,7,20.01,18.44,19.49,19.89
3003178,free,FR,tv,53,7.51,6.63,6.14,8.64
3003179,standard,US,tv,18,3.19,3.85,3.8,8.86
3003180,premium,FR,web,33,17.83,16.73,16.3,14.43
3003181,free,FR,tv,13,12.35,10.96,11.01,11.29
3003182,free,FR,tv,40,34.5,35.41,36.32,32.51
3003183,free,ES,tv,5,4.61,4.71,4.53,7.09
3003184,free,DE,tv,19,21.84,20.19,20.42,21.08
3003185,free,FR,web,53,3.97,4.16,4.63,3.04
3003186,standard,FR,mobile,2,14.28,14.38,13.24,10.82
3003187,premium,AU,tv,5,15.05,14.65,16.2,19.4
3003188,free,FR,mobile,35,15.8,16.07,14.28,13.63
3003189,free,US,mobile,14,12.06,11.81,11.23,11.91
3003190,free,GB,web,21,7.71,8.69,8.95,8.93
3003191,free,US,tv,11,13.96,12.59,12.07,13.32
3003192,standard,US,tv,8,3.54,3.9,4.17,4.12
3003193,standard,FR,web,51,6.6,7.25,7.38,6.66
3003194,standard,CA,tv,39,8.94,10.76,10.06,0.0
3003195,free,GB,tv,53,12.48,12.07,11.71,11.19
3003196,standard,GB,web,56,6.47,6.74,6.52,6.66
3003197,free,SE,tv,33,3.37,3.86,4.11,2.9
3003198,free,GB,mobile,4,29.16,23.95,23.87,24.65
3003199,premium,US,web,42,17.4,16.98,15.9,14.62
3003200,standard,DE,mobile,49,15.57,14.02,14.15,1.12
3003201,premium,DE,web,50,14.75,13.65,13.35,14.26
3003202,premium,US,mobile,45,4.73,4.84,4.8,0.0
3003203,standard,BR,mobile,19,2.87,3.33,3.43,5.78
3003204,premium,FR,mobile,3,9.59,10.21,9.91,14.53
3003205,free,FR,tv,31,6.21,6.34,6.34,10.54
3003206,free,US,tv,44,9.84,10.03,9.62,10.97
3003207,free,FR,mobile,1,16.27,17.98,18.15,19.93
3003208,free,CA,tv,43,7.78,7.83,8.2,9.3
3003209,free,DE,tv,15,19.71,19.77,19.47,17.94
3003210,free,FR,mobile,7,5.99,6.07,6.13,0.0
3003211,standard,GB,tv,31,8.87,8.52,8.58,0.0
3003212,standard,BR,mobile,56,12.74,11.33,10.74,6.6
3003213,standard,DE,web,20,3.04,2.87,2.99,7.77
3003214,free,DE,tv,32,6.75,6.29,6.6,6.71
3003215,standard,IT,tv,9,34.7,30.98,29.83,27.96
3003216,free,US,mobile,33,8.31,8.04,7.79,7.67
3003217,free,GB,tv,6,10.3,10.4,10.33,10.83
3003218,free,ES,tv,55,5.39,6.07,6.47,9.62
3003219,free,BR,tv,51,5.22,5.49,6.14,6.77
3003220,free,JP,tv,19,13.47,14.44,14.59,14.36
3003221,standard,AU,mobile,45,4.56,4.28,4.72,6.33
3003222,standard,FR,tv,33,21.46,18.45,20.17,14.28
3003223,standard,BR,mobile,47,13.09,14.8,16.29,12.67
3003224,free,ES,mobile,14,13.88,16.72,18.97,18.34
3003225,standard,US,tv,41,3.16,2.93,2.89,6.72
3003226,standard,JP,tv,55,10.53,10.97,10.5,6.59
3003227,free,SE,tv,11,39.09,36.88,38.19,33.18
3003228,standard,BR,mobile,33,2.16,2.68,2.82,1.09
3003229,free,FR,tv,44,41.96,39.19,36.05,36.67
3003230,free,FR,web,45,2.34,2.26,2.43,2.77
3003231,free,JP,mobile,33,17.7,16.25,16.79,14.37
3003232,standard,CA,mobile,34,2.59,2.66,2.78,3.99
3003233,free,US,web,1,15.62,14.5,14.65,13.03
3003234,free,US,tv,35,14.83,16.46,18.24,13.92
3003235,free,ES,tv,3,4.4,4.74,4.8,4.91
3003236,premium,FR,tv,12,45.34,45.19,48.29,42.28
3003237,free,GB,mobile,13,7.03,6.49,6.4,9.34
3003238,free,AU,tv,34,18.17,18.43,18.34,15.61
3003239,free,US,web,47,9.18,8.28,7.84,9.24
3003240,premium,BR,web,21,19.41,24.93,25.52,26.24
3003241,standard,GB,mobile,36,45.47,39.94,38.23,38.64
3003242,premium,US,mobile,26,9.18,9.09,9.1,8.36
3003243,free,DE,tv,36,28.64,26.6,27.04,24.75
3003244,free,GB,tv,7,12.08,11.61,11.84,8.19
3003245,standard,BR,tv,59,12.99,11.73,11.42,0.0
3003246,free,GB,mobile,20,5.03,5.09,5.03,0.66
3003247,standard,JP,tv,30,4.99,5.53,5.49,0.0
3003248,premium,FR,web,33,27.84,25.76,26.06,26.47
3003249,free,AU,web,28,7.87,8.87,8.67,13.28
3003250,premium,GB,tv,27,18.85,17.78,16.84,14.18
3003251,standard,US,mobile,28,6.55,6.65,6.96,6.25
3003252,free,FR,tv,51,19.46,32.04,31.54,0.0
3003253,free,US,mobile,19,12.19,11.78,10.45,10.65
3003254,free,DE,mobile,27,3.23,3.54,3.44,1.2
3003255,standard,AU,mobile,13,7.56,7.01,6.43,5.17
3003256,free,BR,mobile,42,17.09,16.16,15.55,19.07
3003257,free,FR,tv,5,12.7,11.94,11.34,0.0
3003258,standard,US,tv,33,8.05,9.36,10.12,12.47
3003259,free,DE,web,19,28.89,25.89,23.38,25.9
3003260,free,NL,web,26,4.71,4.52,4.64,2.81
3003261,standard,BR,mobile,7,7.04,7.41,7.63,4.81
3003262,free,US,tv,25,9.99,11.56,10.93,0.0
3003263,free,FR,mobile,9,9.32,10.86,11.2,11.03
3003264,free,FR,mobile,52,8.99,9.46,8.55,6.91
3003265,free,DE,mobile,35,5.98,6.86,7.29,7.06
3003266,free,FR,tv,53,8.12,8.67,7.93,9.43
3003267,standard,US,web,14,3.85,3.9,3.95,1.09
3003268,premium,NL,web,23,11.03,10.31,9.92,10.43
3003269,free,DE,web,10,9.9,10.65,11.11,10.77
3003270,premium,CA,web,27,3.76,3.87,3.88,1.64
3003271,standard,BR,tv,32,4.26,4.32,4.04,0.0
3003272,standard,US,tv,5,5.16,6.9,8.36,6.99
3003273,standard,FR,mobile,1,4.09,5.42,5.32,6.33
3003274,standard,GB,mobile,1,2.3,2.76,2.68,1.15
3003275,standard,IT,web,34,2.79,2.53,2.5,0.24
3003276,free,DE,tv,35,14.44,16.79,18.3,17.82
3003277,standard,JP,tv,23,7.0,7.28,7.07,8.71
3003278,free,BR,mobile,1,24.2,20.23,20.16,15.41
3003279,free,GB,tv,17,11.15,13.2,13.89,0.0
3003280,standard,FR,tv,8,42.36,40.09,38.14,35.83
3003281,free,US,mobile,4,15.27,15.3,16.16,22.38
3003282,free,DE,mobile,13,7.37,6.92,7.83,4.35
3003283,free,US,tv,15,24.77,24.2,25.04,25.01
3003284,free,NL,tv,8,2.95,2.87,2.7,0.38
3003285,standard,DE,mobile,45,21.91,21.75,21.04,19.41
3003286,standard,US,mobile,57,39.13,39.02,37.68,42.02
3003287,free,BR,mobile,25,5.58,5.27,5.21,5.45
3003288,free,GB,mobile,18,9.06,9.24,9.39,11.55
3003289,free,US,tv,38,14.47,13.36,12.3,18.6
3003290,free,GB,tv,24,11.16,10.48,10.0,9.11
3003291,standard,IT,mobile,50,10.95,10.71,11.06,10.12
3003292,standard,DE,tv,46,5.77,5.84,6.3,1.34
3003293,free,US,web,50,5.66,5.77,5.82,11.54
3003294,free,IT,web,13,93.31,93.73,88.76,84.95
3003295,premium,IT,tv,48,17.16,16.72,15.8,14.37
3003296,standard,FR,tv,23,2.18,2.29,2.17,3.94
3003297,free,US,mobile,9,4.53,5.59,6.36,0.0
3003298,free,ES,mobile,30,10.61,10.43,10.41,7.24
3003299,free,US,tv,42,30.11,30.23,33.9,33.82
3003300,premium,AU,mobile,46,33.46,32.89,31.01,34.63
3003301,free,FR,tv,11,9.53,10.4,10.28,13.53
3003302,free,BR,tv,43,4.66,5.01,5.0,0.0
3003303,premium,CA,tv,38,7.27,7.91,7.9,13.76
3003304,standard,US,tv,57,5.41,5.29,5.62,2.72
3003305,free,GB,tv,26,10.41,11.64,12.23,9.97
3003306,free,FR,mobile,43,14.12,17.99,20.65,19.33
3003307,free,ES,tv,56,11.28,10.63,10.31,8.58
3003308,standard,CA,tv,40,11.58,14.22,14.34,15.78
3003309,free,CA,mobile,23,29.31,25.37,24.01,22.13
3003310,premium,DE,mobile,55,14.88,16.4,16.69,18.95
3003311,premium,NL,mobile,49,3.79,3.46,3.89,5.91
3003312,standard,NL,mobile,2,11.39,11.84,11.75,13.01
3003313,standard,US,tv,14,1.18,1.32,1.3,2.73
3003314,free,NL,web,35,15.48,15.85,15.49,18.76
3003315,free,FR,tv,2,32.07,29.77,28.97,27.63
3003316,standard,CA,tv,14,16.66,15.08,15.72,17.26
3003317,free,SE,tv,45,12.7,14.48,14.93,9.44
3003318,free,DE,tv,26,14.48,12.58,12.98,13.37
3003319,free,US,mobile,42,19.79,18.33,18.25,22.32
3003320,free,AU,web,29,5.41,5.74,6.23,0.0
3003321,free,FR,mobile,12,6.48,6.7,6.68,0.49
3003322,standard,DE,tv,58,10.99,10.35,10.38,9.34
3003323,standard,DE,mobile,13,28.79,29.19,27.97,0.0
3003324,standard,US,tv,20,21.68,23.66,22.45,20.91
3003325,premium,FR,mobile,53,18.66,18.89,18.03,19.01
3003326,free,US,tv,21,10.32,9.94,9.74,11.96
3003327,premium,CA,mobile,26,13.04,11.85,11.46,14.04
3003328,standard,BR,tv,26,5.99,6.49,7.43,5.88
3003329,free,NL,web,34,4.27,4.05,3.83,0.0
3003330,premium,DE,tv,45,8.0,10.59,10.91,10.12
3003331,free,ES,mobile,7,7.55,8.63,9.15,2.58
3003332,free,DE,tv,24,13.11,17.0,19.06,18.56
3003333,free,ES,mobile,7,3.68,3.74,3.84,2.74
3003334,free,SE,mobile,33,6.57,6.74,6.5,6.82
3003335,free,US,mobile,45,3.14,2.92,2.82,5.59
3003336,standard,AU,tv,27,16.93,14.79,15.1,11.18
3003337,premium,JP,mobile,19,17.4,17.7,18.22,19.75
3003338,free,DE,mobile,20,12.17,12.26,13.75,8.91
3003339,standard,CA,tv,44,43.55,51.43,55.19,57.64
3003340,free,SE,tv,57,18.09,19.29,18.98,0.0
3003341,premium,FR,mobile,6,4.66,4.68,4.7,0.0
3003342,free,FR,tv,21,20.57,21.95,24.75,20.2
3003343,free,IT,tv,1,58.73,48.44,45.61,42.46
3003344,standard,BR,mobile,56,21.49,20.7,19.73,20.53
3003345,standard,US,mobile,25,8.49,8.11,7.85,5.14
3003346,standard,DE,tv,46,8.11,8.01,7.81,8.12
3003347,standard,GB,tv,24,12.74,14.01,14.27,0.0
3003348,standard,DE,tv,28,5.12,6.12,6.72,0.0
3003349,free,FR,tv,57,23.82,23.56,23.34,23.03
3003350,free,US,web,6,14.23,12.83,11.93,12.75
3003351,free,BR,tv,2,21.24,19.58,18.71,12.53
3003352,free,FR,tv,52,15.77,16.24,18.68,11.37
3003353,free,ES,mobile,37,2.69,3.38,3.44,1.82
3003354,free,ES,mobile,51,6.89,7.62,7.85,5.55
3003355,free,AU,mobile,49,20.99,24.48,23.1,21.7
3003356,standard,CA,mobile,36,9.58,9.6,9.09,5.24
3003357,free,AU,web,21,11.82,12.04,12.95,15.26
3003358,standard,GB,tv,21,14.74,13.39,14.06,13.82
3003359,standard,FR,mobile,41,5.32,5.45,5.58,8.39
3003360,free,US,tv,5,27.68,28.63,31.34,0.0
3003361,free,DE,tv,47,8.39,7.95,7.63,5.8
3003362,standard,FR,tv,36,5.92,6.15,5.99,6.37
3003363,standard,FR,mobile,18,21.96,27.88,26.2,27.95
3003364,free,US,mobile,26,6.07,6.12,5.98,3.53
3003365,free,US,tv,48,8.68,9.51,9.56,8.4
3003366,standard,GB,tv,1,10.69,12.49,13.81,10.63
3003367,standard,AU,mobile,58,22.91,23.65,23.55,16.85
3003368,free,US,mobile,25,2.75,2.79,2.63,10.96
3003369,free,FR,mobile,19,7.81,9.47,9.32,11.93
3003370,premium,GB,mobile,15,7.69,7.77,7.85,0.0
3003371,free,US,mobile,12,9.63,9.98,10.44,10.11
3003372,premium,JP,tv,23,16.23,18.05,18.53,15.44
3003373,free,DE,mobile,55,25.07,23.76,23.5,19.6
3003374,standard,US,tv,58,13.81,12.95,13.2,11.98
3003375,free,IT,mobile,2,5.47,5.79,5.94,0.75
3003376,free,DE,tv,11,13.51,14.28,14.55,12.57
3003377,premium,GB,mobile,8,15.52,15.65,17.67,0.0
3003378,free,FR,mobile,42,12.81,13.41,13.36,10.28
3003379,premium,US,tv,23,19.65,17.91,21.38,14.01
3003380,free,FR,web,36,4.47,4.79,5.48,10.06
3003381,premium,BR,tv,41,6.14,5.72,5.5,5.71
3003382,premium,US,tv,58,11.61,12.1,13.95,9.85
3003383,standard,FR,mobile,55,23.06,22.73,23.6,23.58
3003384,free,GB,mobile,52,28.64,33.34,34.0,31.69
3003385,standard,GB,tv,32,12.85,14.02,14.18,16.43
3003386,standard,US,tv,18,16.49,15.37,15.93,12.89
3003387,premium,AU,mobile,47,3.98,4.64,4.88,2.33
3003388,free,ES,tv,56,22.56,22.0,22.16,24.53
3003389,free,JP,mobile,16,3.73,3.97,3.99,4.21
3003390,free,US,mobile,22,26.25,26.22,27.45,28.14
3003391,standard,GB,tv,41,12.69,11.74,11.89,15.11
3003392,premium,DE,tv,41,5.95,8.08,8.02,14.54
3003393,free,DE,mobile,15,45.16,41.15,38.53,35.53
3003394,standard,FR,mobile,4,18.2,16.27,14.48,19.54
3003395,premium,US,mobile,51,5.79,6.36,6.9,5.55
3003396,free,SE,mobile,44,15.74,13.88,14.34,14.0
3003397,free,NL,mobile,22,5.19,5.76,5.71,10.6
3003398,standard,FR,tv,8,9.11,9.52,10.06,11.14
3003399,standard,FR,mobile,43,7.45,7.19,7.52,0.0
3003400,free,FR,mobile,9,6.9,6.89,6.65,5.61
3003401,premium,ES,web,23,56.3,52.6,59.44,53.48
3003402,standard,US,mobile,21,11.2,9.89,9.86,9.29
3003403,premium,BR,web,35,8.21,8.34,7.64,5.75
3003404,premium,FR,mobile,38,3.8,3.75,3.79,0.0
3003405,standard,IT,tv,38,8.8,8.36,7.65,4.73
3003406,standard,SE,mobile,52,19.22,21.93,21.57,16.92
3003407,free,FR,mobile,14,3.41,3.58,3.62,0.0
3003408,standard,SE,mobile,22,5.08,5.15,5.07,0.0
3003409,free,JP,tv,18,34.87,30.09,27.94,29.4
3003410,standard,GB,tv,41,8.68,9.9,9.98,3.6
3003411,free,US,tv,16,6.08,6.19,6.13,6.69
3003412,standard,GB,mobile,42,10.45,12.82,12.41,8.59
3003413,free,US,mobile,26,22.15,21.15,23.38,19.63
3003414,free,AU,mobile,38,7.01,6.42,6.03,5.73
3003415,free,GB,tv,3,35.03,40.54,43.86,44.47
3003416,standard,BR,mobile,36,12.04,13.09,12.13,11.13
3003417,standard,GB,mobile,59,12.21,10.84,10.51,4.22
3003418,free,US,web,47,23.69,22.09,20.64,20.62
3003419,premium,DE,web,18,2.23,2.44,2.52,0.0
3003420,premium,SE,mobile,25,16.58,16.36,14.72,13.11
3003421,free,US,mobile,26,15.15,15.06,13.64,11.14
3003422,standard,US,tv,9,28.74,29.53,33.95,33.39
3003423,free,AU,mobile,17,54.39,63.81,59.47,60.56
3003424,free,US,tv,5,12.53,11.54,10.97,12.5
3003425,standard,NL,web,24,23.02,20.3,18.36,0.0
3003426,free,FR,mobile,44,12.24,12.45,11.2,11.34
3003427,premium,BR,mobile,54,12.64,13.46,12.12,15.36
