user_id,plan,monthly_price_eur,tenure_months,signup_channel,country,payment_method,monthly_watch_hours_90d,sessions_90d,unique_titles_90d,support_tickets_90d,family_account,auto_renew_on,churned_30d
2008334,standard,9.99,30,organic,FR,paypal,9.54,25,5,0,False,True,False
2008335,premium,15.99,17,organic,ES,card,30.02,59,13,0,False,True,False
2008336,premium,15.99,32,organic,SE,card,24.41,41,12,1,False,False,True
2008337,standard,9.99,2,referral,FR,apple_pay,4.46,8,6,0,True,True,False
2008338,standard,9.99,52,referral,GB,card,9.11,18,6,0,True,True,False
2008339,premium,15.99,36,referral,BR,card,33.96,63,22,0,False,True,False
2008340,standard,9.99,16,app_store,US,apple_pay,17.98,31,11,0,True,True,False
2008341,standard,9.99,29,organic,US,card,8.06,10,3,0,False,True,False
2008342,standard,9.99,2,referral,JP,paypal,4.58,8,5,1,True,True,False
2008343,standard,9.99,47,organic,US,gift_card,3.92,8,3,0,False,True,False
2008344,premium,15.99,32,referral,US,card,23.82,41,11,0,True,True,False
2008345,standard,9.99,1,ads,FR,card,6.34,9,8,0,True,True,False
2008346,standard,9.99,28,app_store,GB,gift_card,39.4,73,27,1,False,True,False
2008347,standard,9.99,5,referral,DE,card,25.89,40,13,0,False,True,False
2008348,standard,9.99,23,organic,AU,paypal,2.43,0,2,0,True,True,False
2008349,standard,9.99,51,ads,GB,paypal,18.22,31,13,0,False,True,False
2008350,premium,15.99,39,organic,US,apple_pay,8.5,20,5,0,False,True,False
2008351,premium,15.99,29,ads,FR,paypal,12.33,26,13,0,False,True,False
2008352,premium,15.99,31,organic,JP,card,14.25,23,7,0,False,False,False
2008353,standard,9.99,30,ads,BR,card,11.54,20,7,0,True,True,False
2008354,standard,9.99,6,referral,GB,paypal,16.76,38,17,0,False,True,False
2008355,premium,15.99,14,organic,DE,paypal,6.04,19,1,0,False,True,False
2008356,standard,9.99,49,organic,FR,card,23.49,42,14,0,False,False,True
2008357,standard,9.99,55,organic,GB,card,4.74,5,4,1,False,True,False
2008358,premium,15.99,9,organic,FR,apple_pay,10.91,18,9,0,False,True,False
2008359,standard,9.99,54,organic,BR,gift_card,10.95,17,4,1,False,True,False
2008360,standard,9.99,2,ads,JP,gift_card,35.93,66,25,0,False,True,False
2008361,premium,15.99,31,referral,JP,apple_pay,6.53,8,4,0,False,False,True
2008362,standard,9.99,49,ads,FR,card,16.72,21,8,1,False,True,False
2008363,standard,9.99,13,organic,DE,paypal,21.6,42,16,1,False,True,True
2008364,standard,9.99,56,ads,GB,card,22.11,39,10,0,False,True,False
2008365,premium,15.99,58,app_store,DE,card,11.21,29,7,1,False,True,True
2008366,standard,9.99,26,organic,ES,card,19.55,31,11,0,False,False,True
2008367,premium,15.99,53,ads,DE,card,33.92,58,20,1,False,False,False
2008368,standard,9.99,5,ads,FR,card,8.09,13,7,0,True,True,False
2008369,standard,9.99,31,organic,FR,card,10.66,8,5,0,False,True,False
2008370,standard,9.99,18,organic,ES,card,14.02,26,6,0,False,False,False
2008371,standard,9.99,37,ads,BR,gift_card,7.82,12,1,1,True,True,False
2008372,standard,9.99,15,organic,FR,gift_card,37.98,71,27,0,False,True,False
2008373,standard,9.99,26,ads,US,apple_pay,11.44,24,2,0,False,False,False
2008374,standard,9.99,44,organic,US,paypal,11.69,20,7,0,False,True,False
2008375,standard,9.99,13,organic,AU,paypal,6.99,14,6,1,True,True,False
2008376,premium,15.99,50,ads,US,gift_card,18.16,34,11,0,False,True,False
2008377,premium,15.99,41,organic,DE,paypal,21.77,24,13,0,False,True,False
2008378,standard,9.99,15,organic,IT,card,6.13,22,4,0,False,True,False
2008379,standard,9.99,40,ads,FR,paypal,20.45,26,11,1,True,True,False
2008380,standard,9.99,19,ads,US,card,23.17,37,16,0,True,True,False
2008381,standard,9.99,33,referral,JP,apple_pay,16.37,23,3,0,False,True,False
2008382,standard,9.99,37,referral,ES,apple_pay,7.46,15,6,1,True,True,False
2008383,standard,9.99,49,ads,DE,card,10.96,24,11,0,True,True,False
2008384,standard,9.99,21,organic,ES,card,4.75,17,2,0,False,True,False
2008385,standard,9.99,27,organic,ES,card,5.44,3,5,0,True,True,False
2008386,premium,15.99,27,organic,US,apple_pay,22.97,40,12,0,False,True,False
2008387,standard,9.99,51,organic,AU,paypal,34.13,56,21,0,True,True,False
2008388,standard,9.99,50,organic,US,card,10.7,26,3,0,True,True,False
2008389,standard,9.99,13,referral,DE,card,19.54,37,12,3,False,False,False
2008390,standard,9.99,7,ads,FR,paypal,9.14,19,8,0,False,True,False
2008391,standard,9.99,57,organic,GB,card,12.66,20,2,0,False,False,False
2008392,standard,9.99,10,ads,GB,card,17.61,37,9,0,True,True,False
2008393,premium,15.99,13,referral,DE,paypal,18.76,41,9,1,True,False,False
2008394,standard,9.99,8,organic,BR,card,10.11,18,13,0,False,True,False
2008395,standard,9.99,10,organic,US,apple_pay,22.88,38,16,0,False,True,True
2008396,standard,9.99,4,ads,GB,card,6.17,5,3,0,False,False,False
2008397,premium,15.99,36,organic,US,apple_pay,35.21,63,27,1,False,True,False
2008398,premium,15.99,31,organic,AU,paypal,7.62,14,8,0,False,True,False
2008399,premium,15.99,6,ads,BR,apple_pay,19.37,38,10,0,False,True,False
2008400,standard,9.99,39,ads,US,paypal,5.0,9,3,0,False,True,False
2008401,standard,9.99,10,referral,FR,gift_card,6.18,14,8,0,True,True,False
2008402,standard,9.99,32,organic,FR,apple_pay,4.49,16,6,0,False,True,False
2008403,premium,15.99,44,app_store,FR,card,5.7,1,3,1,True,False,True
2008404,premium,15.99,26,organic,IT,gift_card,28.98,45,19,1,False,True,False
2008405,premium,15.99,19,organic,FR,card,10.79,19,8,0,False,False,False
2008406,standard,9.99,53,organic,US,paypal,19.98,30,15,0,False,True,False
2008407,premium,15.99,48,organic,DE,card,19.47,34,10,0,False,False,False
2008408,premium,15.99,50,referral,FR,card,20.37,46,9,0,False,True,False
2008409,premium,15.99,10,organic,US,card,29.15,59,17,1,True,True,False
2008410,premium,15.99,17,organic,BR,card,11.59,24,2,0,True,True,False
2008411,standard,9.99,23,ads,NL,card,10.27,11,11,0,False,True,True
2008412,standard,9.99,10,organic,DE,paypal,5.17,11,4,0,True,True,True
2008413,standard,9.99,23,ads,IT,apple_pay,14.26,22,6,0,True,True,False
2008414,standard,9.99,15,app_store,NL,card,12.99,24,7,0,False,False,False
2008415,premium,15.99,29,organic,FR,apple_pay,6.88,13,0,1,True,True,False
2008416,premium,15.99,42,organic,BR,card,8.64,14,4,0,False,False,False
2008417,premium,15.99,25,ads,NL,apple_pay,7.95,23,9,1,False,True,False
2008418,standard,9.99,43,referral,IT,card,5.86,8,0,0,False,True,False
2008419,standard,9.99,23,app_store,DE,paypal,36.31,60,18,0,True,True,False
2008420,standard,9.99,30,referral,DE,card,19.9,34,12,0,False,False,False
2008421,premium,15.99,20,ads,FR,card,36.7,63,26,0,False,False,False
2008422,standard,9.99,5,ads,BR,paypal,24.1,45,15,0,True,True,False
2008423,premium,15.99,1,referral,IT,gift_card,27.87,53,13,1,False,True,False
2008424,standard,9.99,11,referral,ES,apple_pay,4.32,5,2,1,False,True,False
2008425,standard,9.99,37,organic,NL,card,8.7,22,4,0,False,True,False
2008426,premium,15.99,6,referral,FR,apple_pay,28.58,46,15,0,False,False,False
2008427,standard,9.99,28,referral,GB,gift_card,23.37,39,10,0,False,True,False
2008428,premium,15.99,8,app_store,US,paypal,23.84,49,14,1,False,True,False
2008429,standard,9.99,23,referral,GB,apple_pay,7.28,8,3,0,True,False,False
2008430,standard,9.99,16,referral,FR,paypal,19.83,37,9,0,False,False,False
2008431,standard,9.99,13,app_store,US,card,5.94,5,3,0,True,True,False
2008432,premium,15.99,31,organic,FR,card,12.3,30,8,0,False,True,False
2008433,standard,9.99,53,ads,DE,card,18.78,34,11,1,True,True,False
2008434,premium,15.99,39,app_store,JP,card,6.97,14,4,0,True,False,False
2008435,premium,15.99,15,ads,FR,gift_card,14.38,23,13,0,False,True,False
2008436,standard,9.99,51,app_store,JP,card,11.2,19,11,2,True,True,False
2008437,premium,15.99,55,organic,IT,gift_card,11.34,19,9,0,True,True,False
2008438,premium,15.99,45,organic,SE,paypal,10.4,26,10,1,False,True,False
2008439,standard,9.99,13,organic,BR,apple_pay,6.87,15,12,2,False,True,False
2008440,premium,15.99,10,organic,DE,card,7.67,14,4,1,False,True,False
2008441,standard,9.99,58,ads,DE,card,16.14,33,14,0,True,True,False
2008442,standard,9.99,53,ads,FR,card,5.82,3,3,1,False,True,False
2008443,standard,9.99,25,organic,DE,gift_card,9.46,17,9,1,False,True,False
2008444,premium,15.99,27,referral,DE,gift_card,16.19,31,13,2,False,False,True
2008445,standard,9.99,32,ads,BR,paypal,13.66,25,9,1,False,True,False
2008446,standard,9.99,53,organic,GB,paypal,8.23,14,7,1,False,True,False
2008447,premium,15.99,18,ads,US,card,18.29,29,14,1,False,True,False
2008448,standard,9.99,41,referral,US,paypal,19.03,34,13,0,True,True,False
2008449,premium,15.99,56,organic,BR,paypal,22.11,30,16,0,False,True,False
2008450,premium,15.99,18,referral,DE,gift_card,12.12,25,6,1,False,True,False
2008451,standard,9.99,17,ads,FR,card,29.41,57,19,0,False,False,False
2008452,standard,9.99,8,referral,BR,paypal,10.2,23,5,0,False,True,False
2008453,premium,15.99,44,organic,US,card,5.69,18,0,0,False,True,False
2008454,standard,9.99,17,referral,US,gift_card,6.41,7,5,0,False,True,False
2008455,standard,9.99,2,organic,FR,gift_card,14.45,25,11,0,False,False,False
2008456,premium,15.99,30,app_store,US,card,6.47,6,3,0,True,False,False
2008457,premium,15.99,33,organic,FR,card,24.61,47,16,0,False,True,False
2008458,standard,9.99,2,organic,IT,card,24.33,49,23,0,True,True,False
2008459,standard,9.99,44,ads,ES,card,35.38,59,22,1,False,True,True
2008460,premium,15.99,33,organic,AU,card,18.72,33,15,0,False,True,False
2008461,standard,9.99,28,organic,FR,paypal,4.66,13,4,0,False,True,False
2008462,standard,9.99,21,organic,US,card,12.67,25,8,0,False,True,False
2008463,premium,15.99,38,referral,ES,paypal,12.35,11,6,1,True,True,False
2008464,standard,9.99,45,ads,GB,apple_pay,17.94,28,9,0,True,True,False
2008465,standard,9.99,46,organic,GB,card,12.62,23,2,0,True,True,True
2008466,standard,9.99,23,organic,FR,paypal,26.21,49,14,1,True,False,False
2008467,standard,9.99,30,ads,FR,paypal,11.27,25,1,0,False,False,False
2008468,standard,9.99,15,ads,IT,card,15.03,20,11,0,True,True,True
2008469,standard,9.99,13,organic,IT,card,15.18,36,10,1,False,False,True
2008470,standard,9.99,51,organic,FR,apple_pay,14.2,26,10,1,False,True,False
2008471,premium,15.99,24,ads,NL,apple_pay,13.61,23,8,1,False,True,False
2008472,standard,9.99,17,organic,BR,card,10.73,28,7,0,True,True,False
2008473,standard,9.99,44,app_store,US,card,13.93,26,8,0,False,True,False
2008474,standard,9.99,42,organic,GB,card,9.15,12,7,0,False,True,False
2008475,standard,9.99,16,organic,US,gift_card,8.73,12,7,0,True,True,False
2008476,premium,15.99,11,organic,NL,card,7.99,18,2,0,False,False,True
2008477,standard,9.99,38,ads,FR,gift_card,12.69,21,12,1,True,True,False
2008478,standard,9.99,55,organic,NL,card,8.88,8,7,1,True,False,False
2008479,premium,15.99,9,organic,ES,card,4.68,5,0,0,False,False,True
2008480,standard,9.99,15,organic,US,card,34.32,66,22,1,False,True,False
2008481,standard,9.99,55,organic,SE,card,10.11,14,10,1,True,False,False
2008482,premium,15.99,44,organic,NL,card,8.99,15,2,0,True,True,False
2008483,standard,9.99,36,organic,ES,gift_card,8.71,30,0,2,False,False,False
2008484,premium,15.99,20,ads,DE,gift_card,8.64,16,2,0,False,True,False
2008485,premium,15.99,28,organic,ES,card,8.8,12,11,1,False,True,False
2008486,premium,15.99,12,organic,ES,apple_pay,9.32,18,2,1,False,True,True
2008487,standard,9.99,48,app_store,FR,card,22.73,43,16,0,False,False,False
2008488,premium,15.99,30,ads,DE,card,11.04,24,6,1,True,True,False
2008489,premium,15.99,48,app_store,AU,card,26.79,50,23,0,False,True,False
2008490,standard,9.99,52,organic,BR,card,26.14,51,19,2,False,True,False
2008491,premium,15.99,6,ads,FR,paypal,3.56,13,3,0,False,True,False
2008492,standard,9.99,51,organic,NL,card,18.65,37,10,0,False,False,False
2008493,premium,15.99,19,app_store,FR,gift_card,7.13,20,7,0,True,True,False
2008494,standard,9.99,20,app_store,IT,card,28.33,48,11,0,False,True,True
2008495,standard,9.99,28,ads,US,gift_card,9.77,1,4,0,True,True,False
2008496,standard,9.99,18,organic,US,card,9.91,7,7,0,False,True,False
2008497,premium,15.99,21,ads,DE,gift_card,13.1,21,3,0,False,True,False
2008498,standard,9.99,41,app_store,FR,card,19.86,32,12,0,False,True,False
2008499,standard,9.99,19,ads,AU,card,5.7,13,0,1,False,True,False
2008500,standard,9.99,36,referral,AU,card,15.45,24,10,0,True,True,False
2008501,premium,15.99,21,ads,FR,paypal,29.86,59,17,1,False,True,False
2008502,standard,9.99,20,organic,AU,card,15.38,18,9,0,True,True,False
2008503,standard,9.99,9,referral,AU,paypal,14.13,27,9,0,False,True,False
2008504,premium,15.99,51,organic,FR,paypal,7.36,17,4,1,True,True,False
2008505,standard,9.99,8,app_store,FR,apple_pay,14.81,31,11,0,True,True,False
2008506,standard,9.99,33,organic,DE,card,20.1,37,9,0,True,True,False
2008507,standard,9.99,16,ads,US,paypal,14.9,41,4,0,False,True,False
2008508,premium,15.99,59,organic,DE,card,15.22,21,14,0,False,True,False
2008509,premium,15.99,5,organic,DE,card,20.92,37,10,0,False,False,True
2008510,standard,9.99,26,referral,BR,card,15.14,30,8,0,False,True,False
2008511,standard,9.99,31,referral,ES,paypal,8.76,13,7,0,False,True,False
2008512,standard,9.99,59,app_store,DE,paypal,16.64,33,8,0,False,True,False
2008513,premium,15.99,10,ads,DE,card,7.8,12,0,1,False,False,True
2008514,standard,9.99,50,organic,AU,gift_card,15.54,30,9,0,True,True,False
2008515,standard,9.99,4,organic,US,card,8.41,26,2,0,False,False,False
2008516,premium,15.99,18,organic,US,paypal,68.19,109,46,1,False,True,False
2008517,standard,9.99,50,organic,US,card,33.52,64,21,0,False,True,False
2008518,standard,9.99,23,ads,BR,gift_card,24.3,47,19,1,False,True,False
2008519,standard,9.99,35,organic,US,paypal,17.02,43,9,0,True,True,False
2008520,standard,9.99,24,app_store,ES,card,13.57,30,10,0,False,True,False
2008521,standard,9.99,54,organic,US,card,4.74,15,2,1,True,True,False
2008522,premium,15.99,6,referral,US,gift_card,17.61,31,9,0,False,True,False
2008523,standard,9.99,59,ads,BR,paypal,7.16,14,1,0,True,True,False
2008524,standard,9.99,14,ads,US,card,9.73,27,8,0,False,True,False
2008525,premium,15.99,36,ads,ES,card,6.46,16,6,0,False,True,False
2008526,premium,15.99,16,app_store,GB,card,3.26,0,0,0,False,True,False
2008527,premium,15.99,47,ads,BR,card,7.67,13,3,0,False,False,False
2008528,premium,15.99,42,organic,JP,gift_card,14.18,26,11,0,True,True,False
2008529,standard,9.99,10,organic,FR,paypal,2.43,4,0,0,False,False,False
2008530,standard,9.99,15,referral,US,paypal,13.7,22,7,1,False,True,False
2008531,standard,9.99,42,ads,FR,paypal,45.72,79,33,1,True,True,False
2008532,standard,9.99,30,referral,CA,apple_pay,9.87,16,6,0,False,True,False
2008533,premium,15.99,33,organic,GB,gift_card,22.98,42,12,0,False,True,False
2008534,premium,15.99,22,referral,AU,apple_pay,8.04,20,3,0,True,True,False
2008535,standard,9.99,40,ads,AU,card,80.33,159,53,0,False,True,False
2008536,standard,9.99,55,ads,JP,paypal,16.73,26,10,0,True,True,False
2008537,premium,15.99,7,app_store,US,card,12.72,25,7,0,False,True,False
2008538,standard,9.99,41,ads,DE,paypal,7.37,10,0,0,False,True,False
2008539,standard,9.99,56,organic,US,card,11.64,22,0,1,False,False,False
2008540,standard,9.99,14,ads,DE,apple_pay,11.86,25,9,0,False,False,True
2008541,standard,9.99,25,organic,DE,card,10.94,20,1,0,False,True,False
2008542,standard,9.99,34,organic,JP,card,5.21,7,2,2,False,True,False
2008543,premium,15.99,46,ads,IT,apple_pay,7.86,11,2,0,False,True,False
2008544,standard,9.99,41,organic,BR,card,23.29,44,16,1,False,True,False
2008545,standard,9.99,59,ads,IT,card,8.0,24,4,0,True,True,False
2008546,premium,15.99,33,ads,GB,card,41.75,74,28,0,False,False,False
2008547,standard,9.99,52,organic,US,apple_pay,40.57,75,25,1,True,True,False
2008548,premium,15.99,31,organic,NL,card,6.59,6,6,1,False,True,False
2008549,standard,9.99,19,ads,US,card,6.55,16,6,1,True,True,False
2008550,standard,9.99,40,app_store,GB,gift_card,3.26,6,4,0,True,True,False
2008551,standard,9.99,24,organic,FR,apple_pay,70.09,131,46,0,False,False,False
2008552,premium,15.99,39,organic,GB,card,12.47,23,7,0,False,True,False
2008553,premium,15.99,39,app_store,DE,paypal,11.27,19,2,0,True,True,False
2008554,premium,15.99,5,referral,SE,gift_card,12.92,24,8,1,False,True,False
2008555,standard,9.99,32,app_store,US,card,18.84,29,11,0,True,False,False
2008556,standard,9.99,1,organic,US,gift_card,4.29,14,3,2,True,True,False
2008557,premium,15.99,25,app_store,FR,card,19.59,37,9,0,True,True,False
2008558,standard,9.99,39,referral,DE,card,30.54,49,20,0,False,True,False
2008559,premium,15.99,39,organic,BR,card,15.89,27,7,0,True,True,False
2008560,standard,9.99,7,ads,ES,card,15.65,22,13,1,False,True,False
2008561,standard,9.99,54,organic,FR,card,6.8,3,7,0,False,True,False
2008562,premium,15.99,44,ads,US,card,32.6,53,24,1,True,True,False
2008563,standard,9.99,19,ads,US,card,17.8,36,10,1,True,False,False
2008564,standard,9.99,27,organic,GB,card,7.68,12,1,0,False,True,False
2008565,standard,9.99,8,app_store,BR,card,17.9,36,11,0,True,True,False
2008566,premium,15.99,22,app_store,CA,apple_pay,28.59,52,19,0,True,True,False
2008567,standard,9.99,40,app_store,US,gift_card,5.36,11,0,0,True,True,True
2008568,premium,15.99,53,organic,US,apple_pay,30.88,59,15,0,False,True,False
2008569,premium,15.99,35,ads,DE,card,13.48,31,12,0,True,True,False
2008570,standard,9.99,17,app_store,ES,apple_pay,16.55,22,15,0,False,True,False
2008571,premium,15.99,54,organic,IT,paypal,7.48,28,6,1,True,True,False
2008572,premium,15.99,33,ads,NL,apple_pay,3.45,15,2,1,False,True,False
2008573,standard,9.99,44,organic,US,card,17.09,25,7,1,True,True,False
2008574,premium,15.99,42,ads,NL,paypal,6.5,11,6,0,False,True,False
2008575,standard,9.99,24,ads,ES,paypal,4.63,12,0,0,True,True,False
2008576,standard,9.99,2,app_store,FR,card,6.74,22,11,0,True,False,False
2008577,standard,9.99,38,ads,CA,apple_pay,23.92,45,19,0,False,True,False
2008578,standard,9.99,53,referral,US,card,28.24,63,15,0,False,True,False
2008579,standard,9.99,51,organic,FR,card,34.17,72,22,0,True,True,False
2008580,standard,9.99,51,ads,DE,card,30.24,57,16,0,False,False,False
2008581,standard,9.99,21,app_store,GB,paypal,7.98,16,6,0,False,True,False
2008582,standard,9.99,54,referral,DE,card,6.65,2,7,2,False,True,False
2008583,standard,9.99,1,app_store,BR,card,20.87,31,13,0,False,True,False
2008584,premium,15.99,19,ads,FR,card,18.48,37,11,0,False,True,False
2008585,standard,9.99,37,ads,BR,card,23.46,38,16,0,False,False,False
2008586,standard,9.99,19,app_store,DE,paypal,21.78,38,15,1,False,True,False
2008587,standard,9.99,2,organic,FR,card,13.91,28,5,0,True,True,False
2008588,standard,9.99,11,referral,CA,card,27.18,47,15,1,False,True,False
2008589,standard,9.99,56,ads,JP,apple_pay,14.74,29,9,0,False,True,False
2008590,standard,9.99,26,referral,US,card,30.8,53,19,0,False,True,False
2008591,standard,9.99,10,ads,DE,card,8.18,16,10,0,False,True,False
2008592,premium,15.99,37,ads,US,paypal,4.77,15,2,0,False,True,False
2008593,standard,9.99,23,organic,DE,gift_card,11.99,11,6,0,True,True,False
2008594,standard,9.99,24,app_store,US,paypal,12.26,24,5,1,True,True,False
2008595,premium,15.99,56,organic,US,paypal,10.26,13,7,0,False,True,False
2008596,standard,9.99,33,ads,US,card,6.15,18,0,2,False,True,False
2008597,standard,9.99,5,organic,DE,paypal,11.69,23,6,0,False,True,False
2008598,standard,9.99,56,ads,FR,gift_card,7.15,6,6,0,False,True,False
2008599,standard,9.99,1,organic,GB,card,7.48,11,7,0,True,True,False
2008600,standard,9.99,41,ads,US,card,7.95,12,7,2,True,True,False
2008601,standard,9.99,7,referral,FR,card,3.9,7,1,0,False,True,False
2008602,standard,9.99,17,ads,US,card,11.53,18,6,0,False,True,True
2008603,premium,15.99,59,organic,IT,card,18.49,34,12,1,False,False,False
2008604,standard,9.99,10,referral,US,paypal,6.64,11,4,0,False,True,False
2008605,standard,9.99,58,ads,BR,card,30.19,49,18,0,False,True,True
2008606,standard,9.99,18,organic,CA,paypal,7.83,18,2,0,False,False,False
2008607,premium,15.99,23,organic,AU,paypal,13.1,34,7,1,True,True,False
2008608,standard,9.99,56,referral,US,card,8.34,14,0,0,False,True,False
2008609,standard,9.99,44,app_store,AU,card,5.55,8,4,0,True,False,False
2008610,standard,9.99,18,referral,SE,card,9.62,19,4,1,True,True,False
2008611,premium,15.99,44,app_store,FR,paypal,8.45,17,6,1,False,True,False
2008612,standard,9.99,29,ads,CA,gift_card,12.47,21,8,0,False,True,False
2008613,standard,9.99,6,ads,AU,card,16.36,24,11,1,False,True,False
2008614,standard,9.99,15,referral,BR,apple_pay,48.47,82,27,1,False,True,False
2008615,standard,9.99,14,organic,GB,card,16.65,28,14,0,False,True,False
2008616,standard,9.99,28,referral,CA,card,14.73,33,4,0,True,True,False
2008617,premium,15.99,53,ads,US,apple_pay,11.62,20,10,1,True,True,False
2008618,standard,9.99,34,organic,BR,card,5.32,5,4,2,False,True,True
2008619,premium,15.99,10,organic,JP,card,16.65,26,8,0,False,True,False
2008620,premium,15.99,36,organic,DE,card,8.62,15,8,0,False,True,False
2008621,standard,9.99,31,organic,US,paypal,13.61,25,11,1,False,False,True
2008622,standard,9.99,23,ads,DE,card,10.47,17,4,0,True,True,False
2008623,standard,9.99,15,organic,CA,card,2.24,12,8,0,False,False,True
2008624,standard,9.99,43,organic,BR,apple_pay,11.08,29,6,1,False,True,False
2008625,standard,9.99,33,organic,GB,card,10.47,18,4,0,False,False,True
2008626,standard,9.99,26,ads,FR,paypal,20.6,34,11,0,False,True,False
2008627,premium,15.99,12,referral,IT,paypal,23.65,41,10,0,True,False,True
2008628,standard,9.99,8,ads,US,paypal,18.7,35,8,0,False,False,False
2008629,premium,15.99,13,ads,CA,gift_card,10.01,15,1,0,False,True,False
2008630,standard,9.99,37,ads,DE,apple_pay,18.18,30,14,0,False,True,False
2008631,standard,9.99,3,ads,ES,apple_pay,10.14,11,6,0,False,True,False
2008632,standard,9.99,5,app_store,CA,apple_pay,14.52,25,8,0,True,True,False
2008633,standard,9.99,59,ads,BR,paypal,29.25,50,14,0,True,True,False
2008634,standard,9.99,16,ads,DE,card,16.08,29,8,1,True,True,False
2008635,standard,9.99,7,app_store,GB,card,52.05,89,27,0,True,True,False
2008636,standard,9.99,57,ads,JP,apple_pay,25.55,47,13,2,False,True,False
2008637,standard,9.99,25,ads,AU,paypal,7.63,12,2,1,False,True,False
2008638,standard,9.99,1,referral,DE,card,10.83,26,9,2,True,True,False
2008639,standard,9.99,25,organic,US,apple_pay,10.47,13,5,0,False,True,False
2008640,standard,9.99,2,ads,BR,paypal,11.34,27,11,0,False,False,False
2008641,premium,15.99,18,referral,FR,card,16.43,32,6,2,True,True,False
2008642,standard,9.99,56,ads,US,paypal,6.66,9,2,1,True,True,False
2008643,standard,9.99,47,organic,FR,card,10.5,20,7,0,False,True,False
2008644,standard,9.99,25,ads,NL,card,9.72,23,5,0,True,True,False
2008645,standard,9.99,20,referral,FR,card,11.73,24,6,0,False,True,False
2008646,premium,15.99,35,ads,GB,card,38.18,68,23,0,True,True,False
2008647,standard,9.99,37,app_store,CA,apple_pay,9.47,14,5,1,False,True,False
2008648,standard,9.99,45,organic,US,card,6.48,4,0,2,False,False,True
2008649,standard,9.99,33,ads,BR,paypal,28.71,50,11,0,False,False,False
2008650,standard,9.99,5,organic,FR,card,16.93,31,16,0,False,False,False
2008651,premium,15.99,51,ads,FR,card,38.09,65,27,0,True,False,False
2008652,premium,15.99,20,app_store,US,apple_pay,8.04,3,7,0,False,True,True
2008653,standard,9.99,49,ads,BR,paypal,13.57,32,9,0,False,True,False
2008654,standard,9.99,48,ads,ES,card,15.25,30,9,0,False,False,False
2008655,standard,9.99,13,app_store,NL,paypal,20.3,48,14,1,False,True,False
2008656,standard,9.99,31,ads,US,apple_pay,28.65,51,15,0,False,True,False
2008657,standard,9.99,45,ads,FR,paypal,8.83,18,4,1,False,True,True
2008658,standard,9.99,22,organic,GB,card,11.2,20,10,0,False,True,False
2008659,standard,9.99,47,ads,FR,card,5.82,12,6,0,False,False,False
2008660,standard,9.99,31,referral,DE,paypal,10.26,19,7,1,False,True,False
2008661,standard,9.99,55,ads,AU,paypal,142.2,258,84,1,False,True,False
2008662,premium,15.99,53,organic,ES,gift_card,9.66,20,10,0,True,True,False
2008663,premium,15.99,57,organic,DE,card,10.24,21,4,1,True,True,False
2008664,standard,9.99,14,organic,US,paypal,30.06,53,19,0,False,True,False
2008665,standard,9.99,44,app_store,DE,paypal,23.11,43,20,0,False,True,False
2008666,standard,9.99,45,app_store,GB,card,8.61,20,6,0,False,True,False
2008667,premium,15.99,27,ads,DE,card,16.82,31,10,1,False,False,False
2008668,standard,9.99,10,referral,GB,apple_pay,39.52,78,20,0,False,True,False
2008669,premium,15.99,18,organic,AU,card,49.07,94,31,0,False,True,False
2008670,standard,9.99,31,app_store,US,paypal,23.88,38,11,0,True,True,False
2008671,standard,9.99,52,organic,US,card,7.66,20,0,1,False,True,False
2008672,premium,15.99,55,organic,FR,gift_card,13.21,16,7,0,False,True,False
2008673,standard,9.99,55,organic,DE,card,11.33,25,6,2,True,True,False
2008674,standard,9.99,56,ads,FR,apple_pay,39.22,68,22,0,True,True,True
2008675,premium,15.99,6,ads,US,card,7.27,10,4,1,True,True,True
2008676,premium,15.99,59,organic,US,card,6.73,3,5,0,True,True,False
2008677,standard,9.99,33,organic,IT,apple_pay,6.25,8,5,0,False,False,False
2008678,premium,15.99,6,referral,JP,apple_pay,5.27,13,5,1,False,True,False
2008679,premium,15.99,8,referral,DE,card,13.24,20,12,0,False,True,False
2008680,standard,9.99,16,organic,BR,apple_pay,8.93,14,5,0,True,True,False
2008681,standard,9.99,15,organic,DE,card,4.56,8,4,0,True,True,True
2008682,premium,15.99,7,ads,US,card,7.81,9,0,0,False,True,False
2008683,premium,15.99,23,ads,FR,card,15.07,34,10,1,False,True,False
2008684,standard,9.99,33,ads,US,card,18.03,30,10,1,False,True,False
2008685,standard,9.99,19,ads,BR,paypal,7.26,12,0,0,False,True,False
2008686,premium,15.99,40,ads,GB,paypal,5.68,14,2,1,False,True,False
2008687,standard,9.99,43,ads,US,gift_card,28.86,43,16,2,False,True,False
2008688,standard,9.99,24,referral,BR,card,8.86,13,7,0,True,True,False
2008689,premium,15.99,5,app_store,FR,paypal,45.57,91,27,0,False,True,True
2008690,standard,9.99,19,ads,FR,apple_pay,14.92,31,8,0,False,True,False
2008691,standard,9.99,37,organic,US,card,3.64,13,0,0,True,True,False
2008692,standard,9.99,24,app_store,IT,apple_pay,7.97,19,8,0,False,False,False
2008693,standard,9.99,35,organic,US,paypal,12.61,26,15,0,True,True,False
2008694,premium,15.99,50,app_store,SE,apple_pay,20.55,38,12,0,True,True,False
2008695,standard,9.99,47,ads,FR,apple_pay,5.99,13,3,1,False,True,False
