ReturnID,OrderID,CustomerID,ProductID,RegionID,ReturnDate,Amount,Reason,CycleDays
477,697842,200,92,5,2024-04-26,1187.57,defective,3
478,942558,659,96,8,2022-01-18,641.21,late delivery,25
479,884012,303,53,8,2023-10-26,377.75,wrong size,15
480,979472,159,34,7,2022-04-20,528.03,defective,28
481,136580,571,43,2,2022-10-15,1138.49,defective,14
482,312724,574,82,2,2024-04-09,703.22,wrong size,18
483,606700,661,104,2,2022-09-08,1304.06,late delivery,24
484,144205,608,78,2,2024-03-07,1105.04,damaged in transit,7
485,419806,794,62,2,2023-04-09,1461.28,wrong size,27
486,238241,460,79,3,2022-08-21,1333.87,defective,6
487,939627,230,9,5,2022-12-01,389.28,wrong size,29
488,156995,691,73,4,2023-06-15,992.0,wrong size,19
489,233563,212,6,4,2024-02-05,40.61,wrong size,16
490,275611,233,116,2,2023-08-30,1486.75,wrong size,7
491,233734,663,107,2,2024-07-22,398.9,damaged in transit,17
492,611712,706,62,8,2024-05-17,1000.54,changed mind,17
493,427912,272,45,5,2024-01-24,1275.24,late delivery,29
494,921203,584,88,2,2023-08-27,249.09,not as described,25
495,334735,738,77,7,2022-10-17,1273.34,defective,15
496,583496,639,85,7,2023-02-17,28.25,wrong size,12
497,694080,4,62,8,2022-04-29,668.55,changed mind,12
498,663389,532,29,2,2023-01-10,713.34,changed mind,11
499,816743,136,9,6,2024-07-15,567.4,defective,1
500,281680,678,34,8,2023-03-02,883.71,late delivery,2
501,556710,54,64,7,2022-04-24,1373.12,wrong size,22
502,820524,795,51,2,2023-10-14,497.21,wrong size,8
503,876713,142,61,8,2024-08-20,873.1,late delivery,12
504,656009,337,34,4,2024-05-17,1317.42,damaged in transit,21
505,686701,188,113,4,2022-10-02,1161.76,damaged in transit,18
506,877722,652,45,5,2023-03-30,70.69,damaged in transit,11
507,662383,315,102,7,2023-06-16,1414.76,changed mind,22
508,953957,596,47,1,2022-09-05,79.5,defective,5
509,214834,54,54,5,2022-09-26,887.25,wrong size,14
510,413110,363,73,7,2022-08-25,867.28,changed mind,4
511,200963,729,32,5,2024-09-21,1181.72,wrong size,16
512,181521,742,27,3,2024-01-17,231.18,wrong size,3
513,524746,167,46,1,2024-04-20,277.26,defective,28
514,303335,316,97,5,2024-03-27,1130.64,wrong size,20
515,466441,328,18,6,2024-08-17,232.76,late delivery,8
516,494056,453,53,5,2022-04-16,709.47,changed mind,18
517,658830,430,81,8,2024-05-31,1100.16,defective,11
518,951123,85,85,5,2022-03-08,980.35,late delivery,16
519,864448,611,53,5,2023-04-21,323.8,damaged in transit,5
520,440478,181,10,1,2023-08-18,462.9,changed mind,15
521,393026,252,2,5,2022-12-24,1453.77,wrong size,4
522,793695,673,57,2,2022-05-27,678.52,wrong size,5
523,211286,552,98,6,2022-07-12,76.24,changed mind,17
524,586428,318,4,2,2024-04-04,337.18,wrong size,15
525,480714,730,107,8,2022-11-15,520.23,damaged in transit,9
526,264527,316,82,3,2022-11-07,1499.24,damaged in transit,2
527,654803,453,1,4,2024-07-12,461.01,changed mind,13
528,388660,197,42,2,2022-05-24,49.33,damaged in transit,27
529,267038,147,27,2,2024-07-04,774.25,damaged in transit,21
530,687872,394,114,8,2024-07-09,134.57,defective,2
531,256778,451,67,3,2023-08-22,418.36,changed mind,28
532,705567,645,39,5,2022-06-15,1488.65,late delivery,13
533,245884,313,34,8,2022-06-05,1059.91,changed mind,17
534,491283,717,68,5,2022-10-12,85.49,changed mind,1
535,827192,486,1,1,2023-08-01,678.54,changed mind,9
536,305780,57,31,3,2022-06-03,265.74,not as described,23
537,790864,592,20,4,2023-04-01,193.19,wrong size,10
538,749715,460,75,3,2022-04-26,884.73,late delivery,5
539,912390,312,81,2,2023-06-25,763.43,wrong size,3
540,251985,374,57,5,2022-01-22,1116.87,damaged in transit,27
541,743604,242,17,4,2023-12-11,1339.54,defective,24
542,943001,492,45,3,2022-02-25,377.56,defective,2
543,786716,454,102,4,2022-07-14,1385.26,defective,27
544,269113,358,25,3,2022-06-24,781.81,changed mind,24
545,839944,229,20,2,2024-04-10,395.66,late delivery,11
546,196581,319,14,4,2022-02-23,1270.22,damaged in transit,20
547,629959,399,99,8,2023-03-06,62.94,changed mind,8
548,547882,378,15,5,2023-08-15,843.67,wrong size,8
549,577970,248,70,5,2023-05-31,1085.22,changed mind,21
550,567594,466,120,8,2023-11-12,427.17,defective,6
551,128328,182,78,5,2024-03-14,1296.6,changed mind,11
552,557373,401,50,2,2023-01-29,368.02,not as described,11
553,943069,98,25,4,2024-04-08,1261.41,defective,5
554,493000,378,1,4,2022-11-14,127.03,not as described,25
555,349221,628,19,4,2024-09-11,248.29,wrong size,20
556,995332,655,115,2,2023-05-20,577.67,not as described,25
557,189093,556,18,1,2024-01-07,1282.54,not as described,16
558,537652,597,3,3,2024-05-25,225.43,not as described,6
559,561337,53,98,8,2024-03-03,1314.4,not as described,9
560,530151,274,51,6,2024-05-01,352.3,not as described,11
561,929552,524,43,7,2023-06-21,684.24,wrong size,28
562,479589,641,87,2,2022-02-13,535.57,defective,7
563,975970,467,63,4,2023-05-09,186.01,changed mind,21
564,160143,683,110,5,2022-07-01,1417.02,late delivery,4
565,760541,219,57,4,2024-06-08,662.89,late delivery,28
566,633660,123,86,4,2022-08-25,1038.59,not as described,19
567,316491,70,106,3,2022-08-17,867.15,wrong size,13
568,305170,467,56,1,2022-09-07,757.56,damaged in transit,11
569,747711,533,35,7,2023-10-05,928.7,changed mind,11
570,673847,229,117,8,2023-07-26,1348.53,wrong size,7
571,650052,627,28,1,2024-08-06,1051.98,not as described,18
572,145750,592,5,4,2023-02-21,803.4,defective,26
573,638094,289,70,5,2022-10-10,971.33,changed mind,7
574,983247,192,119,7,2022-02-19,913.53,not as described,22
575,115590,594,11,8,2022-01-08,655.35,not as described,17
576,522104,538,102,4,2023-01-09,940.9,wrong size,23
577,544939,137,100,6,2024-07-14,670.92,defective,23
578,907078,205,112,8,2023-06-08,1138.85,defective,2
579,354561,389,51,7,2024-06-12,1453.68,defective,1
580,528004,409,31,3,2022-04-12,1440.2,not as described,27
581,745472,133,62,7,2022-04-04,1232.9,not as described,5
582,154297,759,18,4,2024-04-13,906.62,late delivery,17
583,820979,311,102,1,2022-04-17,1126.5,late delivery,22
584,839991,306,80,7,2022-02-21,275.29,wrong size,15
585,747681,49,58,7,2023-02-09,723.74,wrong size,1
586,683364,701,62,3,2024-07-13,393.38,defective,1
587,772849,189,86,4,2023-11-21,15.21,not as described,20
588,803580,790,63,3,2022-04-10,1450.44,defective,27
589,913054,397,101,1,2024-04-17,1297.13,defective,10
590,485352,700,111,8,2024-04-23,775.41,not as described,16
591,510450,144,114,1,2024-03-11,388.69,late delivery,28
592,674142,133,75,5,2024-06-21,1042.53,changed mind,24
593,273780,641,90,1,2022-08-28,657.85,wrong size,16
594,870605,656,38,6,2024-09-06,1206.99,defective,20
595,793461,435,5,8,2022-11-17,1499.28,changed mind,28
596,667958,26,49,6,2024-03-13,530.13,changed mind,24
597,371485,755,105,5,2023-08-03,374.16,late delivery,13
598,412905,315,17,7,2024-02-19,408.4,defective,21
599,491476,749,66,8,2023-09-20,149.09,wrong size,10
600,696275,697,24,7,2023-10-05,597.13,defective,27
601,800230,682,52,2,2023-09-09,35.96,changed mind,3
602,704668,552,18,5,2024-02-18,180.45,wrong size,7
603,936938,539,89,7,2024-01-10,414.83,wrong size,11
604,964527,427,98,3,2022-05-15,248.2,late delivery,6
605,734414,20,92,6,2024-04-06,1100.92,changed mind,18
606,433820,311,85,1,2023-06-21,167.35,wrong size,21
607,639161,585,29,8,2022-11-20,1300.33,not as described,26
608,482573,650,64,5,2023-05-30,339.46,changed mind,15
609,666186,448,13,6,2024-08-24,171.8,changed mind,19
610,830909,568,45,7,2024-05-07,25.06,changed mind,18
611,432398,18,61,2,2024-04-13,1075.66,defective,1
612,555185,375,81,4,2023-04-08,392.36,changed mind,21
613,141072,407,12,7,2024-02-24,769.15,late delivery,1
614,762915,714,98,2,2023-01-21,176.31,defective,16
615,540867,249,56,7,2023-11-18,1478.09,late delivery,29
616,513738,184,106,3,2023-10-02,196.82,defective,23
617,579187,282,64,5,2022-09-07,623.77,late delivery,15
618,293945,137,66,5,2022-09-24,1278.96,defective,10
619,638170,447,84,6,2022-03-03,374.88,wrong size,25
620,770682,515,99,7,2022-05-20,407.79,changed mind,25
621,414708,641,19,3,2023-03-10,1214.66,late delivery,11
622,218039,778,62,2,2023-04-23,417.28,not as described,4
623,448152,59,4,4,2022-06-15,14.28,changed mind,17
624,278725,198,57,5,2023-02-21,647.59,defective,19
625,436544,241,98,7,2023-08-28,28.68,changed mind,28
626,664141,200,104,7,2022-08-21,1365.59,not as described,26
627,202055,662,35,3,2022-12-05,966.3,defective,7
628,772542,112,47,8,2023-01-03,878.69,not as described,8
629,302152,24,67,1,2023-05-21,310.37,changed mind,29
630,905218,689,48,1,2023-01-02,1052.92,defective,10
631,759198,770,22,1,2024-01-07,1019.11,not as described,14
632,345327,182,37,8,2022-11-24,100.09,defective,9
633,606904,267,49,2,2023-03-10,1322.46,changed mind,12
634,199651,403,63,5,2023-01-15,873.33,wrong size,17
635,189765,421,111,7,2022-07-02,1190.78,late delivery,9
636,960441,793,66,7,2023-11-17,401.74,defective,12
637,822187,324,47,8,2022-08-24,191.85,defective,11
638,238980,10,80,1,2022-10-24,1056.65,late delivery,4
639,354420,339,93,4,2024-03-03,1192.89,damaged in transit,23
640,277900,446,52,5,2024-08-06,585.19,defective,26
641,455644,414,59,6,2023-11-02,45.3,changed mind,15
642,362196,410,27,5,2024-07-05,1229.2,not as described,6
643,395256,739,104,5,2024-05-04,317.08,wrong size,19
644,576451,646,105,3,2023-04-26,515.16,changed mind,16
645,270148,202,21,1,2024-02-10,946.06,damaged in transit,16
646,894542,285,42,4,2022-11-25,158.93,not as described,18
647,754885,535,33,3,2023-04-06,117.27,wrong size,21
648,784490,329,111,5,2023-06-20,48.3,not as described,2
649,252529,343,8,7,2024-08-18,1375.79,not as described,3
650,737341,135,25,5,2024-04-28,473.96,late delivery,3
651,852619,204,38,5,2023-05-05,994.38,changed mind,5
652,257662,593,68,1,2023-10-15,1483.96,damaged in transit,29
653,776149,675,30,6,2022-07-22,1007.48,damaged in transit,22
654,421914,628,65,4,2024-03-15,792.39,damaged in transit,20
655,808820,247,90,1,2023-07-08,786.17,not as described,21
656,530563,110,100,2,2023-06-17,571.61,changed mind,1
657,821987,128,12,7,2024-02-06,903.67,defective,7
658,232683,315,17,8,2023-09-25,1438.6,defective,24
659,450171,415,12,5,2022-03-14,1184.19,damaged in transit,14
660,346086,715,110,8,2022-10-16,642.1,changed mind,15
661,323527,720,79,2,2022-06-26,505.34,defective,22
662,377499,3,64,3,2024-01-05,1326.46,wrong size,3
663,444189,567,95,8,2022-02-05,212.32,defective,24
664,214548,240,71,2,2022-07-22,1275.88,late delivery,20
665,736373,159,29,6,2023-08-21,390.06,late delivery,12
666,595215,445,62,2,2023-11-26,1076.29,changed mind,15
667,846341,28,85,3,2023-05-19,1211.27,not as described,3
668,734524,268,5,4,2024-05-10,720.72,changed mind,6
669,234139,442,73,3,2024-07-07,296.5,damaged in transit,8
670,162938,218,60,7,2022-05-13,1268.7,not as described,26
671,480527,475,9,8,2024-08-10,557.59,defective,4
672,533010,369,32,5,2023-09-07,487.81,wrong size,9
673,316224,640,54,5,2023-09-29,769.92,not as described,4
674,803989,146,42,1,2022-04-06,658.28,late delivery,9
675,623423,46,35,2,2023-09-14,1027.75,not as described,1
676,773190,424,78,1,2023-12-27,214.42,changed mind,8
677,198109,206,49,7,2023-08-04,659.18,defective,21
678,833564,566,60,2,2022-03-26,1338.64,not as described,23
679,285481,75,96,3,2023-06-08,63.73,not as described,12
680,503416,461,12,7,2024-07-24,691.43,late delivery,21
681,495433,792,44,6,2023-12-25,994.19,changed mind,18
682,838500,75,9,5,2022-05-18,1332.69,defective,27
683,349161,242,112,1,2024-08-17,894.74,not as described,24
684,316677,676,23,5,2024-08-16,1238.48,late delivery,7
685,405664,427,99,5,2022-06-19,341.81,not as described,18
686,424729,140,23,3,2024-03-11,535.69,wrong size,23
687,263516,171,39,6,2023-02-11,1413.78,not as described,9
688,258719,612,73,8,2023-08-17,1330.1,not as described,17
689,308204,689,100,3,2023-03-22,841.35,damaged in transit,12
690,520735,289,22,3,2024-02-22,718.48,late delivery,9
691,409019,380,26,3,2024-09-23,682.09,not as described,6
692,452853,627,106,7,2024-03-06,97.6,changed mind,2
693,747149,142,39,1,2024-07-20,1339.64,not as described,22
694,316834,166,26,8,2024-08-04,1229.04,not as described,24
695,918902,620,90,7,2022-04-01,689.81,not as described,19
696,776601,150,11,4,2022-09-11,426.37,damaged in transit,7
697,257218,617,105,5,2023-12-23,520.95,defective,1
698,382461,398,106,8,2023-08-14,193.51,not as described,19
699,265196,793,103,7,2022-02-20,1085.47,not as described,6
700,345523,27,36,3,2022-04-06,839.44,late delivery,16
701,428946,757,14,1,2023-06-05,358.81,late delivery,29
702,217801,181,52,6,2023-09-09,938.28,not as described,1
703,112990,29,41,2,2022-06-17,1469.05,changed mind,17
704,494939,580,116,1,2022-06-21,192.37,changed mind,29
705,730891,427,76,8,2022-05-10,693.14,not as described,10
706,372667,670,114,4,2023-07-19,746.3,not as described,24
707,874410,87,91,6,2022-01-08,258.53,wrong size,25
708,432345,65,86,2,2023-07-27,802.05,not as described,15
709,910716,454,14,1,2023-04-21,912.91,wrong size,9
710,312397,706,9,1,2023-04-11,244.44,defective,20
711,585399,325,6,3,2023-11-11,240.54,damaged in transit,18
712,786839,639,72,1,2023-06-07,1285.96,wrong size,14
713,153135,725,25,4,2023-12-29,473.97,wrong size,6
714,937002,696,119,3,2024-02-03,949.2,wrong size,22
715,428462,407,16,5,2024-07-09,943.89,changed mind,7
716,548138,559,114,5,2024-03-10,1260.36,defective,4
717,665594,421,81,3,2023-06-02,1112.44,defective,2
718,678697,540,13,4,2023-05-08,1262.46,changed mind,13
719,121301,454,8,1,2022-08-24,941.57,wrong size,4
720,880454,421,48,3,2023-08-23,679.69,wrong size,10
721,661243,350,41,8,2022-05-20,596.41,damaged in transit,8
722,998945,523,38,8,2024-07-20,574.75,late delivery,14
723,524361,601,64,4,2024-04-25,633.41,defective,23
724,652164,736,16,8,2022-04-30,202.67,defective,14
725,496956,491,16,5,2024-02-25,641.7,not as described,17
726,900800,81,84,2,2022-04-28,590.27,wrong size,5
727,849147,470,119,7,2023-12-23,61.51,defective,4
728,917746,253,33,4,2022-03-29,419.94,late delivery,29
729,553852,22,112,5,2023-05-04,1130.34,damaged in transit,18
730,812305,58,42,6,2023-10-20,871.14,changed mind,1
731,422914,474,41,3,2023-12-30,1211.19,not as described,17
732,514837,756,11,6,2023-02-23,818.61,changed mind,1
733,784195,405,51,5,2024-07-10,1282.58,defective,3
734,173038,357,60,3,2024-02-14,1196.14,not as described,11
735,739440,71,80,3,2022-07-28,156.44,damaged in transit,20
736,114224,541,19,6,2023-11-03,1465.74,damaged in transit,18
737,622585,45,23,2,2024-01-01,31.97,defective,23
738,529480,673,52,1,2022-11-30,899.29,late delivery,6
739,521810,654,9,8,2024-01-09,1190.84,late delivery,6
740,544882,793,18,3,2024-06-17,504.52,defective,16
741,542739,228,76,6,2024-03-28,901.87,damaged in transit,26
742,466625,130,115,6,2024-02-02,549.56,defective,21
743,506218,240,69,7,2023-09-27,100.32,wrong size,20
744,611350,640,18,6,2022-09-28,22.61,damaged in transit,3
745,787118,176,119,6,2024-03-06,151.34,late delivery,26
746,596945,710,63,7,2022-12-31,156.63,not as described,29
747,678269,124,87,8,2023-06-17,920.23,changed mind,17
748,852950,40,24,1,2022-11-11,793.54,not as described,10
749,990560,176,70,6,2022-11-10,688.64,defective,20
750,197791,604,10,2,2022-06-07,1040.96,not as described,19
751,741632,482,76,8,2024-08-19,35.07,defective,27
752,302659,284,25,1,2022-05-28,413.77,wrong size,4
753,277102,525,110,2,2022-03-28,1168.32,late delivery,15
754,813703,519,7,2,2024-07-25,1365.87,changed mind,21
755,161822,444,79,5,2023-07-10,663.12,defective,11
756,863052,412,17,1,2023-03-14,131.41,not as described,25
757,793489,82,83,1,2024-01-08,1200.11,wrong size,2
758,995340,208,60,5,2023-01-19,1328.9,damaged in transit,4
759,701147,423,117,8,2022-05-08,626.35,defective,23
760,885619,109,79,5,2023-12-31,372.6,wrong size,4
761,206681,381,45,4,2022-06-25,75.52,wrong size,13
762,900908,94,11,6,2023-07-07,890.71,late delivery,9
763,244293,630,72,5,2024-08-07,1365.71,changed mind,20
764,382912,83,53,4,2024-07-25,1020.05,defective,1
765,215373,75,7,5,2022-12-27,482.7,late delivery,11
766,461495,511,70,1,2024-02-20,967.9,damaged in transit,29
767,774098,177,26,2,2023-09-05,1249.78,defective,11
768,341276,282,29,6,2023-04-25,718.99,wrong size,18
769,839974,252,2,3,2022-05-20,1231.43,changed mind,29
770,645668,174,45,1,2023-01-12,593.95,not as described,18
771,666032,610,27,1,2023-10-14,529.27,defective,22
772,944923,554,9,7,2024-09-13,878.65,wrong size,28
773,488660,192,53,3,2022-01-05,702.38,wrong size,18
774,410176,550,27,1,2023-12-19,1465.9,late delivery,25
775,995098,571,17,6,2024-04-26,779.42,defective,15
776,601301,432,57,5,2024-08-09,583.91,late delivery,24
777,653143,463,8,4,2023-02-28,598.45,changed mind,19
778,366669,748,119,8,2022-04-29,826.43,wrong size,10
779,293892,364,57,3,2022-09-28,538.82,damaged in transit,17
780,252819,309,120,5,2024-04-30,1087.13,not as described,10
781,301202,432,106,6,2024-05-27,577.19,not as described,12
782,275666,669,118,5,2023-09-30,582.38,damaged in transit,9
783,772047,568,66,2,2022-05-03,929.29,wrong size,15
784,152150,61,51,6,2022-05-02,100.66,damaged in transit,11
785,666445,368,87,6,2023-04-24,986.48,wrong size,19
786,954363,592,10,1,2023-08-12,762.41,wrong size,11
787,788996,180,101,2,2022-02-02,685.01,late delivery,15
788,462591,791,39,6,2023-11-18,1081.69,not as described,5
789,153462,647,1,1,2023-06-29,1139.8,late delivery,12
790,850707,678,29,8,2022-01-13,1270.93,late delivery,11
791,102833,66,30,1,2022-04-06,568.46,changed mind,28
792,713195,464,2,8,2023-03-31,497.29,late delivery,13
793,703853,423,81,6,2023-12-24,1074.37,changed mind,1
794,272728,502,12,4,2024-04-05,876.89,changed mind,9
795,765882,681,102,3,2023-03-08,951.38,late delivery,22
796,257915,283,55,3,2022-10-23,837.73,late delivery,5
797,303082,428,87,6,2024-08-26,1161.31,wrong size,5
798,830788,544,41,7,2023-04-04,293.16,defective,11
799,981215,603,16,2,2022-11-12,838.01,wrong size,11
800,338240,617,22,5,2023-03-19,245.57,changed mind,14
801,929203,270,78,8,2022-01-13,616.81,defective,1
802,921955,799,86,3,2022-10-29,999.35,wrong size,21
803,792466,8,33,6,2023-05-31,744.68,damaged in transit,7
804,226049,394,43,2,2024-07-07,575.59,wrong size,21
805,369477,488,114,7,2024-01-09,1328.61,not as described,17
806,709937,50,103,2,2024-02-21,1161.51,defective,6
807,999296,361,50,3,2023-06-29,794.17,damaged in transit,14
808,833025,477,29,4,2022-04-21,1425.58,wrong size,2
809,478241,487,37,3,2023-01-26,642.3,changed mind,21
810,311730,96,65,2,2024-09-24,1184.23,not as described,9
811,964302,223,69,6,2022-02-14,260.22,wrong size,12
812,348586,196,23,1,2024-05-29,435.83,late delivery,5
813,407996,512,8,8,2023-11-16,513.75,not as described,11
814,968066,264,60,1,2022-10-11,167.67,defective,12
815,605497,458,96,3,2024-02-17,757.69,defective,7
816,338137,585,19,8,2024-04-16,296.47,not as described,29
817,104810,638,50,2,2022-02-13,954.94,wrong size,9
818,486960,148,20,1,2022-04-17,293.24,damaged in transit,6
819,987400,723,30,6,2023-10-28,194.02,damaged in transit,16
820,489263,133,74,1,2024-09-26,1453.94,damaged in transit,10
821,729575,18,35,8,2022-01-24,990.78,damaged in transit,14
822,327731,36,32,4,2023-10-28,1405.31,not as described,22
823,798050,161,120,7,2022-05-17,739.93,changed mind,3
824,798211,699,21,2,2023-10-13,59.77,damaged in transit,15
825,647470,167,23,2,2023-09-16,865.81,changed mind,1
826,794663,555,112,8,2022-04-01,841.91,late delivery,2
827,620939,335,67,7,2023-11-12,32.31,defective,3
828,440485,32,6,8,2024-06-16,1293.25,damaged in transit,5
829,764091,356,51,3,2024-05-13,933.76,late delivery,11
830,851612,23,68,4,2022-01-29,1119.59,damaged in transit,28
831,856953,381,31,5,2022-09-03,745.94,changed mind,27
832,291767,447,66,4,2022-08-29,931.42,wrong size,3
833,708932,418,78,2,2023-03-30,393.63,late delivery,29
834,103875,227,31,4,2022-05-24,1460.9,damaged in transit,19
835,614798,614,98,5,2024-05-04,607.07,late delivery,17
836,614050,478,55,1,2024-02-16,251.87,not as described,23
837,427145,204,116,3,2024-03-19,93.31,wrong size,15
838,994669,348,11,3,2022-07-18,957.9,not as described,8
839,894663,87,39,1,2022-01-15,1475.24,not as described,16
840,134779,739,87,1,2024-06-29,1344.73,damaged in transit,22
841,287951,603,108,4,2022-10-16,1056.14,defective,20
842,287198,231,27,1,2023-10-19,1485.99,changed mind,5
843,907802,540,118,3,2024-06-28,1087.01,defective,28
844,567022,544,24,5,2022-02-06,515.48,changed mind,9
845,755986,488,50,7,2022-01-06,905.82,not as described,24
846,828945,44,38,1,2022-01-06,128.85,late delivery,10
847,790857,703,51,4,2022-06-06,340.31,not as described,2
848,180137,765,109,1,2022-02-21,632.13,not as described,29
849,226301,780,88,4,2024-03-30,310.71,damaged in transit,18
850,455710,785,96,4,2023-08-29,1430.72,damaged in transit,7
851,404540,744,31,7,2024-09-07,1493.44,late delivery,1
852,772367,592,114,4,2024-03-12,562.69,damaged in transit,4
853,240611,46,53,8,2024-08-21,1066.75,defective,5
854,434388,373,79,2,2022-08-27,617.58,not as described,27
855,312916,197,84,1,2022-10-15,217.87,late delivery,6
856,269952,176,80,1,2024-04-29,512.02,damaged in transit,5
857,255523,665,73,3,2022-09-02,357.72,late delivery,25
858,275946,651,58,2,2022-02-27,498.84,wrong size,26
859,607935,418,78,1,2023-11-01,330.38,not as described,7
860,469043,590,109,2,2024-03-11,177.39,damaged in transit,19
861,491758,104,47,8,2024-08-26,333.97,defective,16
862,531474,178,62,7,2024-07-16,1359.58,defective,17
863,766953,689,22,1,2022-05-01,136.98,late delivery,10
864,875632,361,43,8,2024-02-12,493.89,late delivery,22
865,573791,438,93,2,2024-04-26,797.39,late delivery,26
866,678026,371,77,4,2023-11-30,538.22,defective,22
867,764701,162,26,3,2024-03-30,781.23,late delivery,27
868,721361,662,66,4,2024-04-17,74.7,late delivery,4
869,220836,607,98,7,2023-03-23,976.37,damaged in transit,20
870,984687,548,15,6,2022-02-10,849.58,changed mind,29
871,248329,283,8,5,2023-04-02,1024.64,changed mind,16
872,470658,515,48,6,2022-07-21,855.21,defective,28
873,687341,763,79,6,2022-04-24,662.48,late delivery,11
874,463018,520,38,2,2022-05-05,531.71,late delivery,27
875,318817,396,99,4,2023-11-29,347.39,wrong size,28
876,931011,217,102,1,2023-05-20,755.1,not as described,19
877,164376,419,64,6,2023-06-24,48.82,damaged in transit,21
878,321287,298,46,4,2024-01-16,499.08,wrong size,16
879,993696,490,6,6,2023-07-03,1020.03,late delivery,10
880,756832,37,99,5,2023-09-23,171.99,not as described,16
881,178278,153,108,3,2022-03-28,103.71,defective,28
882,779115,630,54,2,2024-05-01,981.75,wrong size,1
883,972558,305,62,8,2023-03-25,602.68,changed mind,6
884,188009,347,91,3,2022-06-05,1204.72,defective,15
885,472646,436,84,1,2024-03-24,1406.59,changed mind,10
886,521407,351,17,3,2024-01-05,1435.99,defective,19
887,217911,607,81,8,2022-02-23,644.13,damaged in transit,11
888,280506,197,111,3,2022-07-13,403.85,late delivery,20
889,256378,607,91,8,2022-01-16,916.83,wrong size,4
890,266837,168,58,4,2022-09-28,946.01,not as described,10
891,463175,297,63,7,2022-04-10,937.29,defective,21
892,517444,471,32,6,2023-12-11,489.45,late delivery,14
893,314185,709,80,1,2023-06-07,104.99,not as described,21
894,360486,187,29,5,2024-09-07,322.91,not as described,19
895,273012,470,42,4,2024-01-20,240.08,wrong size,10
896,816453,52,32,2,2023-09-04,194.61,late delivery,13
897,290578,61,41,5,2023-05-25,1390.16,not as described,28
898,916843,615,45,1,2022-02-24,30.63,not as described,28
899,584969,576,10,6,2022-03-12,906.77,wrong size,2
900,822447,302,87,7,2023-09-09,1421.74,damaged in transit,21
901,672754,499,53,1,2022-01-05,546.48,wrong size,15
902,339427,305,114,4,2022-02-12,795.38,changed mind,1
903,641225,222,22,6,2022-08-08,1046.72,wrong size,19
904,346720,346,81,1,2024-06-03,482.58,defective,1
905,206704,250,22,4,2023-04-04,721.7,wrong size,10
906,329255,653,66,3,2023-12-11,1227.48,defective,21
907,348076,330,59,1,2023-02-16,1120.58,not as described,24
908,221534,257,54,7,2022-06-23,1214.59,late delivery,12
909,121248,429,79,4,2023-01-07,1481.14,changed mind,24
910,949417,607,100,7,2022-04-02,561.79,late delivery,25
911,562079,219,39,5,2024-02-10,1123.17,late delivery,13
912,461842,752,102,8,2022-07-03,908.15,wrong size,6
913,936956,371,23,8,2023-01-12,1003.24,wrong size,20
914,302220,529,36,5,2024-09-07,1112.41,damaged in transit,1
915,462583,766,38,3,2023-08-15,1127.1,defective,26
916,862003,346,115,4,2023-04-04,1329.76,damaged in transit,12
917,668828,160,15,7,2023-06-28,530.49,damaged in transit,23
918,459275,599,48,4,2024-02-24,983.69,wrong size,22
919,330244,6,51,5,2022-09-12,427.63,wrong size,14
920,131605,367,97,2,2023-09-29,895.91,wrong size,29
921,176547,784,59,8,2024-05-22,1129.25,late delivery,24
922,245747,332,117,6,2023-07-27,1188.59,wrong size,26
923,807956,548,89,3,2023-03-23,635.99,not as described,3
924,675324,421,85,5,2022-05-26,767.99,changed mind,15
925,490120,172,91,4,2022-09-06,507.44,damaged in transit,28
926,804613,255,20,2,2024-08-04,261.86,damaged in transit,24
927,244702,419,54,7,2023-06-26,398.17,changed mind,14
928,289840,84,71,8,2022-10-29,1369.08,late delivery,3
929,453455,332,26,7,2023-02-23,470.36,defective,9
930,925655,332,15,3,2023-08-02,1462.39,defective,17
931,652808,668,17,3,2023-06-22,369.8,late delivery,19
932,865896,100,95,1,2023-12-01,1087.38,changed mind,27
933,323345,675,79,6,2022-09-15,865.12,changed mind,3
934,863541,329,34,3,2023-10-12,1048.34,defective,12
935,165231,522,89,8,2023-03-19,969.5,damaged in transit,8
936,304894,446,84,7,2024-07-29,1063.06,changed mind,28
937,570722,240,98,2,2022-06-07,1359.27,changed mind,5
938,145482,745,110,8,2022-05-29,849.57,changed mind,7
939,872434,180,106,2,2023-04-07,111.09,changed mind,9
940,880680,29,22,4,2023-05-24,413.53,late delivery,4
941,587319,601,93,4,2023-11-22,1065.25,not as described,19
942,375219,498,48,8,2023-02-09,746.17,late delivery,16
943,189067,713,49,6,2024-07-02,827.34,defective,17
944,657024,367,78,8,2023-04-20,898.9,damaged in transit,27
945,583903,14,73,5,2022-05-10,580.12,wrong size,13
946,783969,17,51,7,2022-04-30,1163.1,defective,10
947,642280,347,120,7,2024-08-31,1088.07,defective,11
948,215463,200,21,7,2022-05-15,1074.31,not as described,24
949,209588,738,12,4,2024-08-05,1075.81,changed mind,16
950,802753,95,4,4,2022-10-06,1336.63,defective,5
951,243121,705,98,8,2022-04-04,897.14,not as described,21
952,944659,174,49,7,2022-11-01,1450.94,wrong size,22
953,195352,96,53,8,2023-09-07,187.6,damaged in transit,8
954,755536,220,78,5,2023-03-04,951.62,damaged in transit,17
955,977706,116,53,8,2024-02-25,1078.22,defective,17
956,497100,322,69,6,2023-09-03,721.06,not as described,6
